strain	strain_name	segment	date	host	country	subtype	virus_species	hpiv_subtype
AB623460	HPIVi/Yamagata/2004/799	NA	2004-05-19	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623588	HPIVi/Yamagata/2008/884	NA	2008-04-30	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623583	HPIVi/Yamagata/2007/1602	NA	2007-07-25	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765935	HNRG.124.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796470	NSVH2014_15_04729	NA	2014-04-11	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT796529	NSVH2015_13_45002	NA	2015-03-24	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF687334	HPIV3/ZAF/1200334/2007-XX-XX	NA	2007-XX-XX	Human	South_Africa	NA	Human_parainfluenza_virus_3	HPIV3
AB623440	HPIVi/Yamagata/2002/2303	NA	2002-09-02	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623634	HPIVi/Yamagata/2009/1033	NA	2009-04-13	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623685	HPIVi/Yamagata/2009/1555	NA	2009-07-07	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623551	HPIVi/Yamagata/2006/1607	NA	2006-06-15	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796542	NSVH2015_17_56467	NA	2015-04-21	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623428	HPIVi/Yamagata/2002/1488	NA	2002-05-23	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623523	HPIVi/Yamagata/2005/1744	NA	2005-08-04	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
JQ268892	FLU5553	NA	2007-01-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KF217153	HSJD1037	NA	2012-07-10	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623692	HPIVi/Yamagata/2009/1854	NA	2009-08-20	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623429	HPIVi/Yamagata/2002/1501	NA	2002-05-26	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623559	HPIVi/Yamagata/2007/1289	NA	2007-06-13	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623566	HPIVi/Yamagata/2007/1418	NA	2007-06-27	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765902	HNRG.067.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765903	HNRG.023.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623645	HPIVi/Yamagata/2009/1245	NA	2009-05-16	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
JQ268878	FLA7790	NA	2009-06-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
KT765931	HNRG.086.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765994	HNRG.008.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765959	HNRG.077.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KJ187015	CU333	NA	2012-04-02	Human	Thailand	NA	Human_parainfluenza_virus_3	HPIV3
AB623465	HPIVi/Yamagata/2004/907	NA	2004-06-02	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623683	HPIVi/Yamagata/2009/1524	NA	2009-07-01	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623447	HPIVi/Yamagata/2003/1309	NA	2003-04-23	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765947	HNRG.116.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KP690783	11_s_83	NA	2011-05-13	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623617	HPIVi/Yamagata/2008/1597	NA	2008-08-04	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765982	HNRG.097.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796537	NSVH2015_15_50597	NA	2015-04-08	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF217155	HSJD1043	NA	2012-07-20	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623629	HPIVi/Yamagata/2009/988	NA	2009-04-09	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623543	HPIVi/Yamagata/2006/1434	NA	2006-05-29	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623534	HPIVi/Yamagata/2005/1988	NA	2005-09-05	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796556	NSVH2014_15_04182	NA	2014-04-10	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623554	HPIVi/Yamagata/2006/1950	NA	2006-07-24	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623533	HPIVi/Yamagata/2005/1981	NA	2005-09-03	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765891	HNRG.019.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796474	NSVH2014_16_05691	NA	2014-04-14	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
GU732136	BJ/014/08	NA	2008-07-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623649	HPIVi/Yamagata/2009/1253	NA	2009-05-20	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623484	HPIVi/Yamagata/2005/1257	NA	2005-06-08	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796475	NSVH2014_17_09634	NA	2014-04-25	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
LC102233	HPIV3s_HN/Y244/Yamaguchi/2015	NA	2015-06-24	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF530234	HPIV3/MEX/1526/2005	NA	2005-02-11	Human	Mexico	NA	Human_parainfluenza_virus_3	HPIV3
KT765938	HNRG.035.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623585	HPIVi/Yamagata/2007/1639	NA	2007-07-31	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796497	NSVH2014_27_37213	NA	2014-07-04	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623584	HPIVi/Yamagata/2007/1626	NA	2007-07-25	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623565	HPIVi/Yamagata/2007/1411	NA	2007-06-25	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KP690764	12_s_251	NA	2012-10-11	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT765906	HNRG.012.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
GU732163	BJ/322/09	NA	2009-07-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT796558	NSVH2015_19_61593	NA	2015-05-04	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT898927	Pavia/VR9716/2009	NA	2009-01-XX	Human	Italy	NA	Human_parainfluenza_virus_3	HPIV3
KT766002	HNRG.026.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
JQ268867	FLE1611	NA	2009-07-XX	Human	Paraguay	NA	Human_parainfluenza_virus_3	HPIV3
KT898931	Pavia/17961/2014	NA	2014-07-XX	Human	Italy	NA	Human_parainfluenza_virus_3	HPIV3
KT766003	HNRG.001.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623602	HPIVi/Yamagata/2008/1271	NA	2008-06-25	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF687328	HPIV3/MEX/3640/2007	NA	2007-03-04	Human	Mexico	NA	Human_parainfluenza_virus_3	HPIV3
KF687335	HPIV3/ZAF/1183071/2007-XX-XX	NA	2007-XX-XX	Human	South_Africa	NA	Human_parainfluenza_virus_3	HPIV3
KT796507	NSVH2014_40_68658	NA	2014-09-29	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623505	HPIVi/Yamagata/2005/1552	NA	2005-07-13	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KJ187023	CU479	NA	2012-10-25	Human	Thailand	NA	Human_parainfluenza_virus_3	HPIV3
KT765942	HNRG.073.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765889	HNRG.021.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796552	NSVH2014_52_05083	NA	2014-12-23	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF217158	HSJD1073	NA	2012-09-26	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623471	HPIVi/Yamagata/2004/1022	NA	2004-06-15	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623673	HPIVi/Yamagata/2009/1364	NA	2009-06-05	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB831640	86_PIV3	NA	2012-XX-XX	Unknown	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765972	HNRG.036.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KF217168	HSJD794	NA	2011-11-23	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623531	HPIVi/Yamagata/2005/1840	NA	2005-08-15	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623625	HPIVi/Yamagata/2008/1772	NA	2008-09-12	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623491	HPIVi/Yamagata/2005/1418	NA	2005-06-22	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765928	HNRG.052.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623657	HPIVi/Yamagata/2009/1293	NA	2009-05-22	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT898930	Pavia/16973/2014	NA	2014-07-XX	Human	Italy	NA	Human_parainfluenza_virus_3	HPIV3
KT765901	HNRG.009.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623516	HPIVi/Yamagata/2005/1674	NA	2005-07-21	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
GU732148	BJ/209/09	NA	2009-03-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KF217159	HSJD1106	NA	2012-10-22	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB831636	17_PIV1	NA	2012-XX-XX	Unknown	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623652	HPIVi/Yamagata/2009/1284	NA	2009-05-26	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796502	NSVH2014_32_50436	NA	2014-08-08	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT766009	HNRG.078.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796488	NSVH2014_24_43329	NA	2014-06-10	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
JQ268864	FLU8347	NA	2007-09-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
KT796511	NSVH2014_45_27445	NA	2014-11-07	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623564	HPIVi/Yamagata/2007/1386	NA	2007-06-21	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
GU732145	BJ/156/09	NA	2009-02-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623558	HPIVi/Yamagata/2007/1284	NA	2007-06-12	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765987	HNRG.084.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB831641	88_PIV3	NA	2012-XX-XX	Unknown	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KJ949616	HPIV3/CHE/2014	NA	2014-01-11	Human	India	NA	Human_parainfluenza_virus_3	HPIV3
KF217160	HSJD1235	NA	2012-12-24	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623593	HPIVi/Yamagata/2008/1194	NA	2008-06-09	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765975	HNRG.065.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623482	HPIVi/Yamagata/2005/1214	NA	2005-05-28	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623548	HPIVi/Yamagata/2006/1522	NA	2006-06-07	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
LC102231	HPIV3s_HN/S1012/Yamaguchi/2015	NA	2015-06-10	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
JQ268875	FLE9499	NA	2010-03-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
KF687321	HPIV3/MEX/1110/2004	NA	2004-05-31	Human	Mexico	NA	Human_parainfluenza_virus_3	HPIV3
AB623661	HPIVi/Yamagata/2009/1300	NA	2009-05-26	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623639	HPIVi/Yamagata/2009/1177	NA	2009-05-13	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623687	HPIVi/Yamagata/2009/1611	NA	2009-07-13	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KM190938	VIROAF11	NA	2012-02-21	Human	Thailand	NA	Human_parainfluenza_virus_3	HPIV3
AB623623	HPIVi/Yamagata/2008/1648	NA	2008-08-18	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765923	HNRG.003.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765933	HNRG.085.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623520	HPIVi/Yamagata/2005/1733	NA	2005-08-01	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
LC189426	2011-XX-XX_comA	NA	2011-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MH678694	HPIV3/UK/53/04/2014	NA	2014-04-XX	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
KX912767	MY_U654/12	NA	2012-06-11	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
KX912807	MY_U2587/13	NA	2013-07-05	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
MF554734	HPIV3/Seattle/USA/2B5/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MT489449	HD21019	NA	2016-06-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
MN116671	IS12	NA	2012-06-14	Human	Kenya	NA	Human_respirovirus_3	HPIV3
MT063438	PREDICT_CMAH81039	NA	2017-XX-XX	Human	Cameroon	NA	Human_respirovirus_3	HPIV3
LC373406	HPIV3/Sendai_H/N355/2017-XX-XX	NA	2017-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KX912818	MY_U3897/14	NA	2014-05-14	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
LC710446	HPIV3/Tokyo/21111/2021-XX-XX	NA	2021-XX-XX	Human	Japan	type3	Human_respirovirus_3	HPIV3
KY648992	Con5	NA	2016-XX-XX	Human	Korea	NA	Human_respirovirus_3	HPIV3
MN116749	NR15	NA	2010-03-08	Human	Kenya	NA	Human_respirovirus_3	HPIV3
KT796426	NSVH2015_3_48131	NA	2015-01-14	Human	Spain	NA	Human_respirovirus_3	HPIV3
KY973560	HPIV3/Seattle/USA/5567/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KT796461	NSVH2015_19_61593	NA	2015-05-04	Human	Spain	NA	Human_respirovirus_3	HPIV3
LC373425	HPIV3/Sendai_H/784/2016-XX-XX	NA	2016-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MN116680	KR4	NA	2010-10-13	Human	Kenya	NA	Human_respirovirus_3	HPIV3
LC373388	HPIV3/Sendai_H/N283/2012-XX-XX	NA	2012-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654266	GER/3762/13_14	NA	2014-06-16	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC373413	HPIV3/Sendai_H/637/2014-XX-XX	NA	2014-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KY355156	BJ/03108/2015	NA	2015-08-XX	Human	China	NA	Human_respirovirus_3	HPIV3
LC486629	HPIV3s/SaitamaC.JPN/15_369	NA	2015-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC189383	2010Pt17	NA	2010-08-24	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC486624	HPIV3s/SaitamaC.JPN/15_283	NA	2015-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KT796458	NSVH2014_52_05083	NA	2014-12-23	Human	Spain	NA	Human_respirovirus_3	HPIV3
ON385745	HPIV3/Gwangju/KOR/35/2018	NA	2018-06-04	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385705	HPIV3/Gwangju/KOR/35/2018	NA	2018-06-04	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MH678675	HPIV3/UK/112/06/2012	NA	2012-06-XX	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
LC486606	HPIV3s/SaitamaC.JPN/12_191	NA	2012-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654277	GER/0554/14_15	NA	2014-11-18	Human	Germany	NA	Human_respirovirus_3	HPIV3
MK679525	C144	NA	2017-04-04	Human	China	NA	Human_respirovirus_3	HPIV3
KX467889	HPIV3s/Zagreb.HR/23.11_11100_	NA	2011-06-08	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KX467927	HPIV3s/Zagreb.HR/42/13_1505_	NA	2013-10-16	Human	Croatia	NA	Human_respirovirus_3	HPIV3
LC486627	HPIV3s/SaitamaC.JPN/15_351	NA	2015-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC486613	HPIV3s/SaitamaC.JPN/13_256	NA	2013-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654253	GER/5669/16_17	NA	2017-09-04	Human	Germany	NA	Human_respirovirus_3	HPIV3
KT796378	NSVH2014_15_06351	NA	2014-04-12	Human	Spain	NA	Human_respirovirus_3	HPIV3
ON385593	HPIV3/Gwangju/KOR/06/2021	NA	2021-09-10	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385791	HPIV3/Gwangju/KOR/06/2021	NA	2021-09-10	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
OM240911	PIV3_KINRESS_GW0367	NA	2017-06-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY369864	HPIV3/Seattle/USA/SC291/2016-XX-XX	NA	2016-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KX467888	HPIV3s/Zagreb.HR/19.11_9934_	NA	2011-04-13	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MH684361	HPIV3/Zagreb.HR/28.18_458_	NA	2018-07-10	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KY933409	HPIV3/Seattle/USA/4934/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KX912774	MY_U1376/12	NA	2012-10-30	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
KY933414	HPIV3/Seattle/USA/5201/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KT796372	NSVH2014_12_51083	NA	2014-03-17	Human	Spain	NA	Human_respirovirus_3	HPIV3
MW654300	GER/3794/15_16	NA	2016-04-04	Human	Germany	NA	Human_respirovirus_3	HPIV3
MH684348	HPIV3/Zagreb.HR/2018-XX-XX_286_	NA	2018-XX-XX	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KX467958	HPIV3s/Zagreb.HR/19/15_959_	NA	2015-06-04	Human	Croatia	NA	Human_respirovirus_3	HPIV3
LC373382	HPIV3/Sendai_H/N261/2016-XX-XX	NA	2016-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC373401	HPIV3/Sendai_H/3215/2003-XX-XX	NA	2003-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
OM240914	PIV3_KINRESS_GN0322	NA	2021-09-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KX467896	HPIV3s/Zagreb.HR/46.13_1650_	NA	2013-11-15	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MT489439	HD1703	NA	2016-01-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
MW654271	GER/0161/14_15	NA	2014-10-14	Human	Germany	NA	Human_respirovirus_3	HPIV3
KX912750	MY_U176/12	NA	2012-03-23	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
ON385599	HPIV3/Gwangju/KOR/12/2021	NA	2021-09-10	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385797	HPIV3/Gwangju/KOR/12/2021	NA	2021-09-10	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385605	HPIV3/Gwangju/KOR/18/2021	NA	2021-08-31	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385803	HPIV3/Gwangju/KOR/18/2021	NA	2021-08-31	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MH006654	HPIV3/VietNam/074/2009	NA	2009-11-05	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
KY973587	HPIV3/Seattle/USA/10J3/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
ON385669	HPIV3/Gwangju/KOR/39/2019	NA	2019-07-16	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
LC373347	HPIV3/Sendai_H/1296/2007-XX-XX	NA	2007-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC373367	HPIV3/Sendai_H/N207/2014-XX-XX	NA	2014-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC189384	2010Pt10_1_3	NA	2010-08-24	Human	Japan	NA	Human_respirovirus_3	HPIV3
KT796399	NSVH2014_24_28743	NA	2014-06-13	Human	Spain	NA	Human_respirovirus_3	HPIV3
MT489408	HD9176	NA	2015-03-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
MH006666	HPIV3/VietNam/087/2010	NA	2010-03-19	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
MH006669	HPIV3/VietNam/090/2010	NA	2010-04-06	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
LC373403	HPIV3/Sendai_H/3329/2002-XX-XX	NA	2002-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
ON385737	HPIV3/Gwangju/KOR/27/2018	NA	2018-05-18	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385697	HPIV3/Gwangju/KOR/27/2018	NA	2018-05-18	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
LC486608	HPIV3s/SaitamaC.JPN/13_151	NA	2013-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654314	GER/4844/16_17	NA	2017-04-12	Human	Germany	NA	Human_respirovirus_3	HPIV3
KX467929	HPIV3s/Zagreb.HR/42/13_1517_	NA	2013-10-20	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MN116655	KS8	NA	2010-11-23	Human	Kenya	NA	Human_respirovirus_3	HPIV3
KY779610	HPIV3/Seattle/USA/4379/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MT489457	HD19166	NA	2014-05-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC373349	HPIV3/Sendai_H/1354/2008-XX-XX	NA	2008-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC373381	HPIV3/Sendai_H/2590/2002-XX-XX	NA	2002-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KT796417	NSVH2014_45_11198	NA	2014-11-07	Human	Spain	NA	Human_respirovirus_3	HPIV3
KT796386	NSVH2014_20_17679	NA	2014-05-16	Human	Spain	NA	Human_respirovirus_3	HPIV3
MH684355	HPIV3/Zagreb.HR/2018-XX-XX_294_	NA	2018-XX-XX	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MH006665	HPIV3/VietNam/086/2010	NA	2010-01-28	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
ON385718	HPIV3/Gwangju/KOR/08/2018	NA	2018-04-17	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385678	HPIV3/Gwangju/KOR/08/2018	NA	2018-04-17	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MT489446	HD20242	NA	2016-05-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
OM240907	PIV3_KINRESS_JB0430	NA	2017-06-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
LC373418	HPIV3/Sendai_H/754/2011-XX-XX	NA	2011-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654374	GER/4096/18_19	NA	2019-04-15	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385670	HPIV3/Gwangju/KOR/40/2019	NA	2019-07-30	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385785	HPIV3/Gwangju/KOR/40/2019	NA	2019-07-30	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
LC373437	HPIV3/Sendai_H/909/2014-XX-XX/LS	NA	2014-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MT374082	HPIV3LZ1728C19	NA	2017-02-XX	Human	China	NA	Human_respirovirus_3	HPIV3
MW880967	HPIV_3_HA_Patient_35	NA	2016-XX-XX	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
MT489419	HD15945	NA	2015-04-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
MW654297	GER/0358/15_16	NA	2015-11-09	Human	Germany	NA	Human_respirovirus_3	HPIV3
MW654331	GER/1341/17_18	NA	2017-12-18	Human	Germany	NA	Human_respirovirus_3	HPIV3
KY618194	E2_4	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
LC189443	2011Pt163	NA	2011-08-23	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC316015	HPIV3/Iwate/28/2013	NA	2013-06-15	Human	Japan	3	Human_respirovirus_3	HPIV3
LC189428	2011-XX-XX_comC	NA	2011-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MH684339	HPIV3/Zagreb.HR/2018-XX-XX_269_	NA	2018-XX-XX	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MW654347	GER/6607/17_18	NA	2018-08-13	Human	Germany	NA	Human_respirovirus_3	HPIV3
KY618179	C84B_13_1	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
LC373348	HPIV3/Sendai_H/1320/2006-XX-XX	NA	2006-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654321	GER/5214/16_17	NA	2017-06-08	Human	Germany	NA	Human_respirovirus_3	HPIV3
KY648989	C84B_12_1	NA	2016-XX-XX	Human	Korea	NA	Human_respirovirus_3	HPIV3
MF973186	HPIV3/Seattle/USA/7S5/2011-XX-XX	NA	2011-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KX912793	MY_U2294/13	NA	2013-04-15	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
