strain	strain_name	segment	date	host	country	subtype	virus_species	hpiv_subtype
MH685716	E0_059	NA	2013-XX-XX	Human	Uganda	NA	Human_respirovirus_3	HPIV3
LC189400	2010Pt46	NA	2010-10-26	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC189450	2011Pt189	NA	2011-09-06	Human	Japan	NA	Human_respirovirus_3	HPIV3
MF554724	HPIV3/Seattle/USA/2O7/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MW654373	GER/4024/18_19	NA	2019-04-09	Human	Germany	NA	Human_respirovirus_3	HPIV3
MW654280	GER/0605/14_15	NA	2014-11-21	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385608	HPIV3/Gwangju/KOR/21/2021	NA	2021-09-06	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385806	HPIV3/Gwangju/KOR/21/2021	NA	2021-09-06	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
LC189393	2010Pt38_2_2	NA	2010-09-07	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW645231	GER/0970/16_17	NA	2016-12-05	Human	Germany	NA	Human_respirovirus_3	HPIV3
KY674939	HPIV3/Seattle/USA/9P5/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY973581	HPIV3/Seattle/USA/10L6/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC189412	2010Pt79_2_4	NA	2010-12-07	Human	Japan	NA	Human_respirovirus_3	HPIV3
MH684364	HPIV3/Zagreb.HR/27.18_444_	NA	2018-07-04	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MF034891	hPIV3/USA/UAMS_047/2016	NA	2016-06-04	Human	USA	NA	Human_respirovirus_3	HPIV3
MF554732	HPIV3/Seattle/USA/2B7/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC189427	2011-XX-XX_comB	NA	2011-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KT796370	NSVH2014_9_41318	NA	2014-02-26	Human	Spain	NA	Human_respirovirus_3	HPIV3
KY648984	C84A_6_1	NA	2016-XX-XX	Human	Korea	NA	Human_respirovirus_3	HPIV3
KY973592	HPIV3/Seattle/USA/10H8/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC189448	2011Pt174	NA	2011-08-30	Human	Japan	NA	Human_respirovirus_3	HPIV3
ON385596	HPIV3/Gwangju/KOR/09/2021	NA	2021-09-15	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385794	HPIV3/Gwangju/KOR/09/2021	NA	2021-09-15	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY369871	HPIV3/Seattle/USA/SC717/2016-XX-XX	NA	2016-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MN181379	Henan/172/2018	NA	2018-03-XX	Human	China	3	Human_respirovirus_3	HPIV3
KT796414	NSVH2014_40_68798	NA	2014-09-29	Human	Spain	NA	Human_respirovirus_3	HPIV3
ON385829	HPIV3/Gwangju/KOR/45/2021	NA	2021-09-14	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385630	HPIV3/Gwangju/KOR/45/2021	NA	2021-09-14	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY618199	E2_9	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY973593	HPIV3/Seattle/USA/10G10/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY779598	HPIV3/Seattle/USA/4559/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MT118696	2019-XX-XX_1754	NA	2019-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MK679533	P457	NA	2017-07-11	Human	China	NA	Human_respirovirus_3	HPIV3
LC189442	2011Pt162	NA	2011-08-23	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC710451	HPIV3/Tokyo/17315/2017-XX-XX	NA	2017-XX-XX	Human	Japan	type3	Human_respirovirus_3	HPIV3
KY973584	HPIV3/Seattle/USA/10J10/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC373389	HPIV3/Sendai_H/N285/2012-XX-XX	NA	2012-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MK679535	C337	NA	2017-09-12	Human	China	NA	Human_respirovirus_3	HPIV3
KX912821	MY_U3915/14	NA	2014-05-19	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
MK679536	C256	NA	2017-06-21	Human	China	NA	Human_respirovirus_3	HPIV3
KX467935	HPIV3s/Zagreb.HR/43/12_3085_	NA	2012-10-26	Human	Croatia	NA	Human_respirovirus_3	HPIV3
ON385644	HPIV3/Gwangju/KOR/11/2019	NA	2019-05-14	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385760	HPIV3/Gwangju/KOR/11/2019	NA	2019-05-14	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385749	HPIV3/Gwangju/KOR/39/2018	NA	2018-07-09	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385709	HPIV3/Gwangju/KOR/39/2018	NA	2018-07-09	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY369863	HPIV3/Seattle/USA/SC161/2016-XX-XX	NA	2016-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KX467907	HPIV3s/Zagreb.HR/12/11_7638_	NA	2011-03-22	Human	Croatia	NA	Human_respirovirus_3	HPIV3
LC189402	2010Pt48	NA	2010-11-09	Human	Japan	NA	Human_respirovirus_3	HPIV3
MH678687	HPIV3/UK/60/06/2011	NA	2011-06-XX	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
KT796389	NSVH2014_21_20464	NA	2014-05-23	Human	Spain	NA	Human_respirovirus_3	HPIV3
KY355151	BJ/11222/2015	NA	2015-07-XX	Human	China	NA	Human_respirovirus_3	HPIV3
MH684342	HPIV3/Zagreb.HR/2018-XX-XX_298_	NA	2018-XX-XX	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MW880943	HPIV_3_HA_Patient_14	NA	2016-XX-XX	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
KF530244	HPIV3/ZAF/2262/2008	NA	2008-03-08	Human	South_Africa	NA	Human_respirovirus_3	HPIV3
KY933408	HPIV3/Seattle/USA/4892/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
ON385637	HPIV3/Gwangju/KOR/03/2019	NA	2019-04-29	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385753	HPIV3/Gwangju/KOR/03/2019	NA	2019-04-29	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
LC373364	HPIV3/Sendai_H/1898/2003-XX-XX	NA	2003-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC189420	2010Pt83	NA	2010-12-14	Human	Japan	NA	Human_respirovirus_3	HPIV3
KX912805	MY_U2496/13	NA	2013-06-12	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
MT489399	HD29890	NA	2014-08-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
KX912766	MY_U616/12	NA	2012-06-06	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
MW880968	HPIV_3_HA_Reference_Patient_Amsterdam	NA	2016-XX-XX	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
MF554726	HPIV3/Seattle/USA/2F9/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MW654379	GER/4441/18_19	NA	2019-06-24	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC189396	2010Pt10_3_3	NA	2010-09-07	Human	Japan	NA	Human_respirovirus_3	HPIV3
KY674937	HPIV3/Seattle/USA/9P8/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MW575648	HB16067d9/2017-XX-XX	NA	2017-XX-XX	Human	China	3	Human_respirovirus_3	HPIV3
LC316018	HPIV3/Iwate/31/2013	NA	2013-06-26	Human	Japan	3	Human_respirovirus_3	HPIV3
KX912756	MY_U369/12	NA	2012-04-23	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
LC373341	HPIV3/Sendai_H/1232/2007-XX-XX	NA	2007-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654327	GER/0440/17_18	NA	2017-11-03	Human	Germany	NA	Human_respirovirus_3	HPIV3
MW654276	GER/0454/14_15	NA	2014-11-11	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385712	HPIV3/Gwangju/KOR/02/2018	NA	2018-02-26	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385672	HPIV3/Gwangju/KOR/02/2018	NA	2018-02-26	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MH684354	HPIV3/Zagreb.HR/2018-XX-XX_279_	NA	2018-XX-XX	Human	Croatia	NA	Human_respirovirus_3	HPIV3
OM240912	PIV3_KINRESS_GW0335	NA	2017-05-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MF554721	HPIV3/Seattle/USA/2P1/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MT489441	HD17722	NA	2016-06-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
KX912765	MY_U592/12	NA	2012-06-01	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
KT796385	NSVH2014_19_19616	NA	2014-05-09	Human	Spain	NA	Human_respirovirus_3	HPIV3
MW645236	GER/4793/16_17	NA	2017-04-03	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385820	HPIV3/Gwangju/KOR/35/2021	NA	2021-09-13	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385621	HPIV3/Gwangju/KOR/35/2021	NA	2021-09-13	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KX467926	HPIV3s/Zagreb.HR/40/13_1455_	NA	2013-10-03	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MH006658	HPIV3/VietNam/078/2009	NA	2009-12-18	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
KY933405	HPIV3/Seattle/USA/4802/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY684748	HPIV3/Seattle/USA/9F8/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MW654345	GER/6518/17_18	NA	2018-07-09	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385612	HPIV3/Gwangju/KOR/25/2021	NA	2021-09-07	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385810	HPIV3/Gwangju/KOR/25/2021	NA	2021-09-07	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MW575647	PUMCH12885/2012-XX-XX	NA	2012-XX-XX	Human	China	3	Human_respirovirus_3	HPIV3
MW654268	GER/4020/13_14	NA	2014-08-25	Human	Germany	NA	Human_respirovirus_3	HPIV3
KX467932	HPIV3s/Zagreb.HR/46/13_1676_	NA	2013-11-16	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KY933406	HPIV3/Seattle/USA/4824/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY618150	C84A_1_2	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY618142	C84A_1_2	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY684746	HPIV3/Seattle/USA/9D2/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC189398	2010Pt40	NA	2010-10-12	Human	Japan	NA	Human_respirovirus_3	HPIV3
MH678693	HPIV3/UK/395/04/2015	NA	2015-04-XX	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
ON385826	HPIV3/Gwangju/KOR/42/2021	NA	2021-09-14	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385627	HPIV3/Gwangju/KOR/42/2021	NA	2021-09-14	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KX912751	MY_U186/12	NA	2012-03-26	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
LC486617	HPIV3s/SaitamaC.JPN/14_319	NA	2014-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC189399	2010Pt25_2_3	NA	2010-10-19	Human	Japan	NA	Human_respirovirus_3	HPIV3
MT489444	HD19018	NA	2016-05-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
MW654381	GER/0280/15_16	NA	2015-11-02	Human	Germany	NA	Human_respirovirus_3	HPIV3
KY779605	HPIV3/Seattle/USA/4470/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MT118699	2019-XX-XX_1930	NA	2019-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC373445	HPIV3/Sendai_H/966/2009-XX-XX	NA	2009-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC486644	HPIV3s/SaitamaC.JPN/17_312	NA	2017-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MF973180	HPIV3/Seattle/USA/7Q5/2011-XX-XX	NA	2011-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MH684367	HPIV3/Zagreb.HR/28.18_463_	NA	2018-07-10	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KY986641	HPIV3/Seattle/USA/10J1/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC316016	HPIV3/Iwate/29/2013	NA	2013-06-17	Human	Japan	3	Human_respirovirus_3	HPIV3
MT489437	HD1065	NA	2016-01-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385646	HPIV3/Gwangju/KOR/13/2019	NA	2019-05-20	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385762	HPIV3/Gwangju/KOR/13/2019	NA	2019-05-20	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY973563	HPIV3/Seattle/USA/5859/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY618160	C84A_6_1	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
OM240903	PIV3_KINRESS_SO0450	NA	2018-05-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MH006676	HPIV3/VietNam/098/2009	NA	2009-12-10	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
MW880955	HPIV_3_HA_Patient_23	NA	2016-XX-XX	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
KT796443	NSVH2015_15_50597	NA	2015-04-08	Human	Spain	NA	Human_respirovirus_3	HPIV3
OM240904	PIV3_KINRESS_JJ0292	NA	2019-07-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MF166750	HPIV3/Seattle/USA/5708/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MN116656	KS10	NA	2010-10-22	Human	Kenya	NA	Human_respirovirus_3	HPIV3
KX912782	MY_U2020/13	NA	2013-02-22	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
KX912802	MY_U2443/13	NA	2013-05-27	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
LC373354	HPIV3/Sendai_H/1400/2008-XX-XX	NA	2008-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654378	GER/4398/18_19	NA	2019-06-11	Human	Germany	NA	Human_respirovirus_3	HPIV3
KY973547	HPIV3/Seattle/USA/4577/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC486607	HPIV3s/SaitamaC.JPN/12_202	NA	2012-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654310	GER/3168/16_17	NA	2017-02-07	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385723	HPIV3/Gwangju/KOR/13/2018	NA	2018-04-27	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385683	HPIV3/Gwangju/KOR/13/2018	NA	2018-04-27	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
LC316042	HPIV3/Iwate/52/2014	NA	2014-05-14	Human	Japan	3	Human_respirovirus_3	HPIV3
LC720881	PIV3_Fukushima_O383_2021-XX-XX	NA	2021-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KY648987	C84B_1_2	NA	2016-XX-XX	Human	Korea	NA	Human_respirovirus_3	HPIV3
LC486638	HPIV3s/SaitamaC.JPN/16_482	NA	2016-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC373409	HPIV3/Sendai_H/535/2015-XX-XX	NA	2015-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KX467936	HPIV3s/Zagreb.HR/20/14_964_	NA	2014-05-12	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KX912780	MY_U1765/13	NA	2013-01-02	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
MN116650	NY3	NA	2011-03-14	Human	Kenya	NA	Human_respirovirus_3	HPIV3
MW654334	GER/4982/17_18	NA	2018-03-07	Human	Germany	NA	Human_respirovirus_3	HPIV3
MH006648	HPIV3/VietNam/054/2009	NA	2009-11-10	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
MW654261	GER/3336/13_14	NA	2014-04-14	Human	Germany	NA	Human_respirovirus_3	HPIV3
MW880948	HPIV_3_HA_Patient_25	NA	2016-XX-XX	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
MF034888	hPIV3/USA/UAMS_030/2016	NA	2016-05-20	Human	USA	NA	Human_respirovirus_3	HPIV3
KY973559	HPIV3/Seattle/USA/5515/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC486651	HPIV3s/SaitamaC.JPN/18_506	NA	2018-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC373358	HPIV3/Sendai_H/1720/2009-XX-XX	NA	2009-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MF973168	HPIV3/Seattle/USA/7A9/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
ON385591	HPIV3/Gwangju/KOR/04/2021	NA	2021-09-06	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385789	HPIV3/Gwangju/KOR/04/2021	NA	2021-09-06	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MT489429	HD46145	NA	2015-12-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385828	HPIV3/Gwangju/KOR/44/2021	NA	2021-09-14	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385629	HPIV3/Gwangju/KOR/44/2021	NA	2021-09-14	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385825	HPIV3/Gwangju/KOR/41/2021	NA	2021-09-13	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385626	HPIV3/Gwangju/KOR/41/2021	NA	2021-09-13	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KX467949	HPIV3s/Zagreb.HR/47/14_1640_	NA	2014-11-18	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MW880936	HPIV_3_HA_Reference_Patient_2	NA	2016-XX-XX	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
KY618155	C84A_2_1	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY618148	C84B_3_2	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY618167	C84B_3_2	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY618164	C84B_2_1	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
LC189415	2010Pt66_2_2	NA	2010-12-07	Human	Japan	NA	Human_respirovirus_3	HPIV3
MT489426	HD42841	NA	2015-11-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
MT489436	HD89	NA	2016-01-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
MT489409	HD9548	NA	2015-03-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC373397	HPIV3/Sendai_H/N303/2017-XX-XX	NA	2017-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
ON385743	HPIV3/Gwangju/KOR/33/2018	NA	2018-05-28	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385703	HPIV3/Gwangju/KOR/33/2018	NA	2018-05-28	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MW654366	GER/2258/18_19	NA	2019-02-07	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385654	HPIV3/Gwangju/KOR/21/2019	NA	2019-06-04	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385770	HPIV3/Gwangju/KOR/21/2019	NA	2019-06-04	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MN488700	UNKNOWN_MN488700	NA	2007-02-06	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
MH699934	HPIV3/UK/2/24/05/2017	NA	2017-05-24	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
MW880935	HPIV_3_HA_Reference_Patient_3	NA	2016-XX-XX	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
KY618191	E2_1	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KX912773	MY_U1286/12	NA	2012-10-10	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
LC373336	HPIV3/Sendai_H/1156/2006-XX-XX	NA	2006-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC486628	HPIV3s/SaitamaC.JPN/15_360	NA	2015-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
ON385598	HPIV3/Gwangju/KOR/11/2021	NA	2021-09-10	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385796	HPIV3/Gwangju/KOR/11/2021	NA	2021-09-10	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KX467948	HPIV3s/Zagreb.HR/46/14_1634_	NA	2014-11-15	Human	Croatia	NA	Human_respirovirus_3	HPIV3
LC373372	HPIV3/Sendai_H/2380/2005-XX-XX	NA	2005-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654315	GER/4845/16_17	NA	2017-04-10	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385661	HPIV3/Gwangju/KOR/28/2019	NA	2019-06-17	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385777	HPIV3/Gwangju/KOR/28/2019	NA	2019-06-17	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MK679537	C161	NA	2017-05-03	Human	China	NA	Human_respirovirus_3	HPIV3
MH684346	HPIV3/Zagreb.HR/2018-XX-XX_291__+1	NA	2018-XX-XX	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KT796415	NSVH2014_42_74938	NA	2014-10-14	Human	Spain	NA	Human_respirovirus_3	HPIV3
KY618165	C84B_2_3	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY779607	HPIV3/Seattle/USA/4464/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY618159	C84A_5_1	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY779615	HPIV3/Seattle/USA/2429/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
ON385613	HPIV3/Gwangju/KOR/26/2021	NA	2021-09-07	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385811	HPIV3/Gwangju/KOR/26/2021	NA	2021-09-07	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
LC316037	HPIV3/Iwate/80/2015	NA	2015-06-22	Human	Japan	3	Human_respirovirus_3	HPIV3
KY674923	HPIV3/Seattle/USA/9T9/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC486633	HPIV3s/SaitamaC.JPN/16_404	NA	2016-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MT489438	HD1420	NA	2016-01-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
MH678674	HPIV3/UK/65/06/2011	NA	2011-06-XX	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
KT796375	NSVH2014_15_04749	NA	2014-04-09	Human	Spain	NA	Human_respirovirus_3	HPIV3
ON385594	HPIV3/Gwangju/KOR/07/2021	NA	2021-09-06	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385792	HPIV3/Gwangju/KOR/07/2021	NA	2021-09-06	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MT489451	HD21507	NA	2016-06-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
MN181381	Henan/245/2018	NA	2018-06-XX	Human	China	3	Human_respirovirus_3	HPIV3
MF987837	STA829	NA	2010-03-31	Human	Brazil	NA	Human_respirovirus_3	HPIV3
KT796405	NSVH2014_31_46993	NA	2014-07-30	Human	Spain	NA	Human_respirovirus_3	HPIV3
KT796390	NSVH2014_23_24123	NA	2014-06-02	Human	Spain	NA	Human_respirovirus_3	HPIV3
MT489427	HD43220	NA	2015-11-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
KT796434	NSVH2015_11_40367	NA	2015-03-13	Human	Spain	NA	Human_respirovirus_3	HPIV3
MF554719	HPIV3/Seattle/USA/2T1/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MT489450	HD21163	NA	2016-06-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
MW654353	GER/0189/18_19	NA	2018-10-22	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385662	HPIV3/Gwangju/KOR/29/2019	NA	2019-06-18	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385778	HPIV3/Gwangju/KOR/29/2019	NA	2019-06-18	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MF973176	HPIV3/Seattle/USA/7K8/2011-XX-XX	NA	2011-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC189446	2011Pt181_2_3	NA	2011-08-30	Human	Japan	NA	Human_respirovirus_3	HPIV3
KX912799	MY_U2403_3/13	NA	2013-05-13	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
LC373380	HPIV3/Sendai_H/2589/2002-XX-XX	NA	2002-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW645234	GER/1863/16_17	NA	2017-01-09	Human	Germany	NA	Human_respirovirus_3	HPIV3
MH699958	HPIV3/UK/K/13/07/2017	NA	2017-07-13	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
KT796433	NSVH2015_11_81946	NA	2015-03-11	Human	Spain	NA	Human_respirovirus_3	HPIV3
KY779606	HPIV3/Seattle/USA/4465/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY618157	C84A_3_1	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
MH006639	HPIV3/VietNam/025/2009	NA	2009-06-10	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
MW880954	HPIV_3_HA_Patient_33	NA	2016-XX-XX	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
MN116675	PR10	NA	2010-11-05	Human	Kenya	NA	Human_respirovirus_3	HPIV3
MN488683	UNKNOWN_MN488683	NA	2007-02-06	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
