Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI1023441	yam	B/Singapore/GP0662/2017	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1059153	yam	B/Nonthaburi/41/2017	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1025786	yam	B/Lao/4335/2016	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI835160	yam	B/SouthAuckland/6/2016	na	Institute Of Environmental Science And Research	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI834849	yam	B/SouthAuckland/14/2016	na	Institute Of Environmental Science And Research	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI860003	yam	B/Victoria/505/2016	na	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI916648	yam	B/Kyrgyzstan/1/2016	na	National Virology Laboratory, Center Microbiological Investigations	Crick Worldwide Influenza Centre	GISAID
EPI986309	yam	B/Tunisia/2529/2017	na	National Influenza Centre Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital	Crick Worldwide Influenza Centre	GISAID
EPI1112571	yam	B/England/73/2017	na	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1543310	yam	B/Aichi/2/2019	na	Aichi Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1333610	yam	B/Osaka/80/2018	na	Osaka Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1362536	yam	B/Vietnam/223/2018	na	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1147635	yam	B/Vietnam/Lisn127/2017	na	Pasteur Institute, Influenza Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1082561	yam	B/Perth/4/2017	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1088841	yam	B/Bahrain/224/2017	na	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1029720	yam	B/England/4/2017	na	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1082804	yam	B/NewCaledonia/10/2017	na	Institut Pasteur New Caledonia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI930834	yam	B/Fukuoka/16322/2016	na	Fukuoka Institute Of Public Health And Environmental Sciences	National Institute Of Infectious Diseases (niid)	GISAID
EPI1147395	yam	B/Tochigi/17228/2017	na	Tochigi Prefectural Institute Of Public Health And Environmental Science	Centers For Disease Control And Prevention	GISAID
EPI1027333	yam	B/Yamagata/103/2017	na	Yamagata Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI956523	yam	B/Singapore/GP0164/2017	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1210642	yam	B/Cambodia/995/2017	na	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1147604	yam	B/Vietnam/GHS953/2017	na	Pasteur Institute, Influenza Laboratory	Centers For Disease Control And Prevention	GISAID
EPI904005	yam	B/SriLanka/31/2016	na	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1088849	yam	B/Bahrain/227/2017	na	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1381074	yam	B/Gansu-Ganzhou/156/2019	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1186861	yam	B/Taiwan/244/2017	na	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1340307	yam	B/Guangxi-Jiangzhou/1584/2018	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1339368	yam	B/Guangxi-Jiangzhou/1722/2018	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1272232	yam	B/Serbia/1179/2018	na	Institute Of Immunology And Virology Torlak	Centers For Disease Control And Prevention	GISAID
EPI1207878	yam	B/Hiroshima-C/1/2017	na	Hiroshima City Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1228829	yam	B/Mali/39/2018	na	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1168547	yam	B/Guangxi-Chengzhong/133/2018	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1062345	yam	B/Hunan-Wuling/11250/2017	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1141688	yam	B/Wyoming/13/2017	na	Wyoming Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1338996	yam	B/Yunnan-Dali/1918/2018	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1320653	yam	B/Lao/1046/2018	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1312023	yam	B/Jilin-Chayoang/11723/2018	na	Who Chinese National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI1503963	yam	B/Guangdong-Xiangqiao/1179/2019	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1257724	yam	B/Kochi/108/2018	na	Kochi Public Health And Sanitation Institute 	National Institute Of Infectious Diseases (niid)	GISAID
EPI1260450	yam	B/Kanagawa/98/2018	na	Kanagawa Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1147400	yam	B/Saitama/190/2017	na	Saitama Institute Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1186824	yam	B/Taiwan/259/2017	na	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1062339	yam	B/Shanghai-Huangpu/1633/2017	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1107510	yam	B/NewZealand/2076/2017	na	Institute Of Environmental Science & Research	Centers For Disease Control And Prevention	GISAID
EPI1602746	yam	B/Alaska/8/2019	na	Alaska State Virology Lab	Centers For Disease Control And Prevention	GISAID
EPI1618206	yam	B/Alaska/11/2019	na	Alaska State Virology Lab	Centers For Disease Control And Prevention	GISAID
EPI1165085	yam	B/Alabama/18/2017	na	Adph Bureau Of Clinical Laboratories	Centers For Disease Control And Prevention	GISAID
EPI1179404	yam	B/SouthAustralia/136/2017	na	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1206732	yam	B/PuertoRico/5/2018	na	Puerto Rico Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1053539	yam	B/England/53/2017	na	Microbiology Services Colindale, Public Health England	Crick Worldwide Influenza Centre	GISAID
EPI1158062	yam	B/RheinlandPfalz/4/2017	na	Robert Koch Institute	Crick Worldwide Influenza Centre	GISAID
EPI1354874	yam	B/Ireland/78367/2018	na	Ucd National Virus Reference Laboratory  	Crick Worldwide Influenza Centre	GISAID
EPI1643541	yam	B/Peru/719/2019	na	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention	GISAID
EPI1491234	yam	B/Sapporo/4/2019	na	Sapporo City Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1628987	yam	B/Guam/204/2019	na	Laboratorio Nacional De Salud Guatemala	Centers For Disease Control And Prevention	GISAID
EPI1178198	yam	B/Catalonia/NSVH100749806/2018	na	Hospital Universitari Vall D'hebron	Hospital Universitari Vall D'hebron	GISAID
EPI1544952	yam	B/Haiti/10278/2019	na	Laboratoire National De Sante Publique	Centers For Disease Control And Prevention	GISAID
EPI1643665	yam	B/Nicaragua/1086/2019	na	Laboratorio De Virologia, Direccion De Microbiologia	Centers For Disease Control And Prevention	GISAID
EPI1628798	yam	B/Nicaragua/1186/2019	na	Laboratorio De Virologia, Direccion De Microbiologia	Centers For Disease Control And Prevention	GISAID
EPI1641095	yam	B/Denmark/13/2019	na	Statens Serum Institute	Statens Serum Institute	GISAID
EPI1590273	yam	B/Tasmania/503/2019	na	Hobart Pathology	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1199749	yam	B/England/80580473/2018	na	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1583564	yam	B/Aichi/9/2019	na	Aichi Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1077143	yam	B/Osaka/12/2017	na	Osaka Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1673987	yam	B/Sydney/3/2019	na	Clinical Virology Unit, Cdim	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1260424	yam	B/Yamanashi/18163/2018	na	Yamanashi Institute For Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1604089	yam	B/Dakar/4/2019	na	Institut Pasteur De Dakar  	Crick Worldwide Influenza Centre	GISAID
EPI1183305	yam	B/Missouri/3/2018	na	Missouri Department. Of Health & Senior Services	Centers For Disease Control And Prevention	GISAID
EPI1082310	yam	B/Louisiana/46/2017	na	Louisiana Department Of Health And Hospitals	Centers For Disease Control And Prevention	GISAID
EPI1320629	yam	B/Lao/772/2018	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1647624	yam	B/WallisAndFutuna/2/2019	na	Institut Pasteur New Caledonia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1265899	yam	B/HongKong/1363/2018	na	Hong Kong Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1317629	yam	B/SouthAfrica/VW0602/2018	na	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI1261329	yam	B/Sapporo/38/2018	na	Sapporo City Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1584525	yam	B/Perth/20/2019	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1593246	yam	B/HongKong/61/2019	na	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1638916	yam	B/Paris/2569/2019	na	Institut Pasteur	Institut Pasteur	GISAID
EPI1643517	yam	B/Peru/9319/2019	na	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention	GISAID
EPI1602690	yam	B/Peru/6819/2019	na	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention	GISAID
EPI1592928	yam	B/Lao/920/2019	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1409477	yam	B/Ecuador/472/2019	na	Inspi	Centers For Disease Control And Prevention	GISAID
EPI1593111	yam	B/Lao/1909/2019	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1748792	yam	B/Victoria/27/2020	na	Alfred Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1801524	yam	B/Yamanashi/19411/2019	na	Yamanashi Institute For Public Health	Centers For Disease Control And Prevention	GISAID
EPI1628763	yam	B/California/51/2019	na	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1656193	yam	B/Concepcion/76624/2019	na	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile	GISAID
EPI1656374	yam	B/VinaDelMar/82288/2019	na	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile	GISAID
EPI1705548	yam	B/NorthDakota/7/2020	na	North Dakota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1687790	yam	B/Chile/5746/2019	na	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1638166	yam	B/NewJersey/12/2019	na	New Jersey Department Of Health & Senior Services	Centers For Disease Control And Prevention	GISAID
EPI1663254	yam	B/Chile/7845/2019	na	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1765709	yam	B/Concepcion/6885/2020	na	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1765757	yam	B/Santiago/11914/2020	na	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1696061	yam	B/PaysDeLoire/859/2020	na	Institut Pasteur	Institut Pasteur	GISAID
EPI1670387	yam	B/HongKong/960/2019	na	Hong Kong Department Of Health	Crick Worldwide Influenza Centre	GISAID
EPI1693661	yam	B/Minnesota/7/2020	na	Minnesota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1574131	yam	B/WestVirginia/11/2019	na	West Virginia Office Of Laboratory Services	Centers For Disease Control And Prevention	GISAID
EPI1544924	yam	B/Santiago/44453/2019	na	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1574861	yam	B/Santiago/64835/2019	na	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile	GISAID
EPI1281102	yam	B/Petropavlovsk-Kamchatski/RII-3472S/2018	na		Who National Influenza Centre Russian Federation	GISAID
EPI842805	yam	B/Stockholm/17/2016	na		Swedish Institute For Infectious Disease Control	GISAID
EPI958490	yam	B/Pakistan/37/2017	na	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI842797	yam	B/Kristianstad/1/2016	na		Swedish Institute For Infectious Disease Control	GISAID
EPI1025421	yam	B/Bangladesh/3037/2017	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1052086	yam	B/Bangladesh/1012/2017	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1314990	yam	B/BurkinaFaso/970/2018	na	Irss	Centers For Disease Control And Prevention	GISAID
EPI1673462	yam	B/StPetersburg/RII-346/2019	na	Research Institute Of Influenza, Ministry Of Healthcare Of The Russian Federation	Who National Influenza Centre Russian Federation	GISAID
EPI1017855	yam	B/Bangladesh/80000/2017	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1244799	yam	B/NewCaledonia/4/2018	na	Institut Pasteur New Caledonia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1627276	yam	B/Norway/2134/2019	na	Oslo University Hospital, Ulleval Hospital, Dept. Of Microbiology	Crick Worldwide Influenza Centre	GISAID
EPI1244814	yam	B/Macau/601336/2018	na	Laboratorio De Saude Publico	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1111891	yam	B/Tokyo/17310/2017	na	Tokyo Metropolitan Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1312055	yam	B/SuratThani/9/2018	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1381152	yam	B/Guyane/5/2018	na	National Influenza Center French Guiana And French Indies	Who Chinese National Influenza Center	GISAID
EPI1261172	yam	B/Dnipro/405/2018	na	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1330156	yam	B/Bangladesh/3020/2018	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1326150	yam	B/Bangladesh/154/2018	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1117973	yam	B/Mozambique/412/2017	na	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1167395	yam	B/Bulgaria/864/2017	na	National Influenza Laboratory, Natl. Center Of Inf. & Parasitic Dis	Centers For Disease Control And Prevention	GISAID
EPI1272335	yam	B/Mozambique/1618/2018	na	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1124966	yam	B/Mozambique/468/2017	na	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1843748	yam	B/Tunisia/1088/2020	na	National Influenza Centre Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital	Crick Worldwide Influenza Centre	GISAID
