Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI271616	yam	B/Bangladesh/3204/2010	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI276932	yam	B/Perth/9/2010	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI519429	yam	B/NewYork/1241/2010	na		Other Database Import	GISAID
EPI275301	yam	B/Bangladesh/5836/2010	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI291590	yam	B/Bangladesh/1001/2010	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI406281	yam	B/Lusaka/133/2010	na		National Institute For Medical Research	GISAID
EPI334430	yam	B/Wisconsin/4/2011	na	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI233235	yam	B/Bangladesh/802/2009	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI241201	yam	B/Bangladesh/2249/2009	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI477344	yam	B/Cameroon/13V-015/2013	na	Centre Pasteur Du Cameroun	National Institute For Medical Research	GISAID
EPI331364	yam	B/Singapore/5/2011	na	Ministry Of Health, Singapore	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI304394	yam	B/Perth/81/2010	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI291602	yam	B/Bangladesh/7001/2010	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI368778	yam	B/Santiago/11896/2012	na	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI348676	yam	B/Catalonia/S4251/2011	na	Hospital Clinic	Hospital Clinic	GISAID
EPI352452	yam	B/Ghana/FS-11-1994/2011	na	University Of Ghana	National Institute For Medical Research	GISAID
EPI397585	yam	B/BurkinaFaso/53/2011	na	Irss	Centers For Disease Control And Prevention	GISAID
EPI357749	yam	B/Yaounde/11V-18472GVFI/2011	na	Centre Pasteur Du Cameroun	National Institute For Medical Research	GISAID
EPI352845	yam	B/Israel/20/2011	na	Central Virology Laboratory Israel (nic)	National Institute For Medical Research	GISAID
EPI505328	yam	B/Diyarbakir/1200/2013	na	Refik Saydam National Public Health Agency	National Institute For Medical Research	GISAID
EPI417742	yam	B/Ghana/ARI1648/2012	na	University Of Ghana	National Institute For Medical Research	GISAID
EPI904590	yam	B/Norway/1836/2012	na	Who National Influenza Centre	Crick Worldwide Influenza Centre	GISAID
EPI562335	yam	B/Dakar/2/2014	na	Institut Pasteur De Dakar	National Institute For Medical Research	GISAID
EPI541237	yam	B/Newcaledonia/1/2014	na	Institut Pasteur New Caledonia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI729290	yam	B/Newcastle/40/2014	na		Other Database Import	GISAID
EPI370029	yam	B/Brisbane/121/2011	na	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI445944	yam	B/Qom/26191/2012	na	Tehran University Of Medical Sciences	National Institute For Medical Research	GISAID
EPI644897	yam	B/Malaysia/U316/2012	na		Other Database Import	GISAID
EPI438746	yam	B/Cameroon/12V-4437/2012	na	Centre Pasteur Du Cameroun	National Institute For Medical Research	GISAID
EPI450718	yam	B/Moscow/93/2012	na	Ivanovsky Research Institute Of Virology Rams	National Institute For Medical Research	GISAID
EPI473770	yam	B/NizhnyNovgorod/92/2013	na	Ivanovsky Research Institute Of Virology Rams	Centers For Disease Control And Prevention	GISAID
EPI644916	yam	B/Malaysia/U1065/2012	na		Other Database Import	GISAID
EPI468097	yam	B/DominicanRepublic/7672/2013	na	Laboratorio De Investigacion / Centro De Educacion Medica Y Amistad Dominico Japones (cemadoja)	Centers For Disease Control And Prevention	GISAID
EPI1223561	yam	B/Brisbane/9/2014	na	Who Collaborating Centre For Reference And Research On Influenza	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI538118	yam	B/Utah/9/2014	na	Utah Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI556458	yam	B/Niigata-C/18/2014	na	Niigata City Institute Of Public Health And Environment	National Institute Of Infectious Diseases (niid)	GISAID
EPI504651	yam	B/Sapporo/36/2013	na	Sapporo City Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI728428	yam	B/Singapore/Gp1385/2014	na		Other Database Import	GISAID
EPI536518	yam	B/Bahrain/189/2014	na	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI539412	yam	B/Canarias/1801/2014	na	Instituto De Salud Carlos Iii	National Institute For Medical Research	GISAID
EPI511846	yam	B/Bangladesh/9210/2013	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI679062	yam	B/Santiago/12342/2015	na	Instituto De Salud Publica De Chile 	Instituto De Salud Publica De Chile	GISAID
EPI552048	yam	B/Jordan/20358/2014	na	Laboratory Directorate	National Institute For Medical Research	GISAID
EPI498446	yam	B/Lyon/CHU/4332	na	Crr Virus Influenza Region Sud	National Institute For Medical Research	GISAID
EPI844352	yam	B/Nepal/321/2016	na	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI835159	yam	B/SouthAuckland/5/2016	na	Institute Of Environmental Science And Research	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1141245	yam	B/Palestine/4H/2017	na	Central Public Health Laboratory	Crick Worldwide Influenza Centre	GISAID
EPI1136136	yam	B/Chongqing-Yuzhong/3179/2017	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1030218	yam	B/Shanghai-Huangpu/1449/2017	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI629311	yam	B/Malaysia/14MA072/2015	na		Niigata University	GISAID
EPI678107	yam	B/Paris/1840/2015	na	Institut Pasteur	Institut Pasteur	GISAID
EPI1113654	yam	B/Egypt/3958/2017	na	Ministry Of Health And Population	Crick Worldwide Influenza Centre	GISAID
EPI718031	yam	B/Singapore/GP1406/2015	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI700965	yam	B/Pakistan/367/2015	na	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI699478	yam	B/Switzerland/15976242/2015	na	Hopital Cantonal Universitaire De Geneves	Crick Worldwide Influenza Centre	GISAID
EPI977911	yam	B/Arizona/10/2015	na	Arizona Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI730367	yam	B/Niigata/1319/2015	na	Niigata Prefectural Institute Of Public Health And Environmental Sciences	National Institute Of Infectious Diseases (niid)	GISAID
EPI699865	yam	B/Yamagata/83/2015	na	Yamagata Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI630293	yam	B/Norway/2444/2015	na	Innlandet Hospital Trust, Division Lillehammer, Department For Microbiology	Norwegian Institute Of Public Health	GISAID
EPI717831	yam	B/Singapore/TT155/2015	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI807258	yam	B/Uganda/5476/2016	na	Uganda Virus Research Institute (uvri), National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI1063026	yam	B/Macau/612625/2016	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI763091	yam	B/Brazil/643/2015	na	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI807186	yam	B/Brazil/20/2016	na	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI892125	yam	B/Paraguay/5243/2016	na	Central Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI892184	yam	B/Colombia/872/2016	na	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1059205	yam	B/Uttaradit/108/2017	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI907999	yam	B/Pennsylvania/58/2016	na	Pennsylvania Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI541738	yam	B/Wisconsin/8/2014	na	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI552052	yam	B/Oman/4801/2014	na	Central Public Health Laboratory, Ministry Of Health	National Institute For Medical Research	GISAID
EPI540660	yam	B/LaReunion/2068/2014	na	Crr Virus Influenza Region Sud	National Institute For Medical Research	GISAID
EPI552499	yam	B/Bangladesh/2589/2014	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI566612	yam	B/Valparaiso/55389/2014	na	Instituto De Salud Publica De Chile 	Instituto De Salud Publica De Chile	GISAID
EPI574839	yam	B/Slovenia/196/2015	na	Laboratory For Virology, National Institute Of Public Health	National Institute For Medical Research	GISAID
EPI551211	yam	B/England/43680729/2014	na	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI644190	yam	B/Hyogo/3210/2015	na	National Institute Of Infectious Diseases (niid)	Centers For Disease Control And Prevention	GISAID
EPI586776	yam	B/Wisconsin/3/2015	na	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI642196	yam	B/Brazil/113/2015	na	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI632577	yam	B/Brazil/4988/2015	na	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI834564	yam	B/California/12/2015	na	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI543211	yam	B/Norway/2045/2014	na	Who National Influenza Centre	National Institute For Medical Research	GISAID
EPI540764	yam	B/Sydney/8/2014	na	Prince Of Wales Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI834512	yam	B/Argentina/19/2016	na	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI565176	yam	B/Daejeon/1999/2014	na	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI568158	yam	B/Myanmar/14M408/2014	na		Niigata University	GISAID
EPI564823	yam	B/Taiwan/453/2014	na	Center For Disease Control	National Institute Of Infectious Diseases (niid)	GISAID
EPI536512	yam	B/Taiwan/185/2014	na	Center For Disease Control	National Institute Of Infectious Diseases (niid)	GISAID
EPI564809	yam	B/Taiwan/439/2014	na	Center For Disease Control	National Institute Of Infectious Diseases (niid)	GISAID
EPI552459	yam	B/Florida/48/2014	na	Florida Department Of Health Jacksonville	Centers For Disease Control And Prevention	GISAID
EPI561896	yam	B/NewCaledonia/3/2014	na	Institut Pasteur New Caledonia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI636435	yam	B/NewCaledonia/18/2015	na	Institut Pasteur New Caledonia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI908318	yam	B/Paraiba/143160-IEC/2016	na	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI630060	yam	B/Sydney/2/2015	na	Clinical Virology Unit, Cdim	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI534653	yam	B/Nepal/50/2014	na	National Public Health Laboratory	National Institute Of Infectious Diseases (niid)	GISAID
EPI585061	yam	B/Sapporo/2/2015	na	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI737927	yam	B/HongKong/50/2016	na	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI670339	yam	B/Ishikawa/107/2015	na	Ishikawa Prefectural Institute Of Public Health And Environmental Science	National Institute Of Infectious Diseases (niid)	GISAID
EPI697515	yam	B/Yunnan-Linxiang/11121/2015	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI630018	yam	B/Brisbane/11/2015	na	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI839049	yam	B/Sichuan-Dongqu/1371/2016	na	Who Chinese National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI586433	yam	B/Henan-Weibin/1104/2015	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI693306	yam	B/Taiwan/351/2015	na	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI777913	yam	B/Gansu-Jingyuan/1275/2016	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI955411	yam	B/Yunnan-Hongta/11394/2016	na	Who Chinese National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI835104	yam	B/Malaysia/324/2016	na	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI943982	yam	B/Fujian-Licheng/11023/2016	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI675729	yam	B/Macau/612049/2015	na	Laboratorio De Saude Publico	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI693030	yam	B/Egypt/4959/2015	na	Ministry Of Health And Population	Crick Worldwide Influenza Centre	GISAID
EPI588982	yam	B/StPetersburg/RII06/2015	na		Who National Influenza Centre Russian Federation	GISAID
EPI586388	yam	B/HongKong/6/2015	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI638566	yam	B/Hawaii/21/2015	na	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI574827	yam	B/Mauritius/487/2014	na	Central Health Laboratory	National Institute For Medical Research	GISAID
EPI515751	yam	B/Bangladesh/1010/2013	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI813309	yam	B/Brisbane/5/2016	na	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI564805	yam	B/Mie/11/2014	na	Mie Prefecture Health And Environment Research Institute	National Institute Of Infectious Diseases (niid)	GISAID
EPI574825	yam	B/Mauritius/454/2014	na	Central Health Laboratory	National Institute For Medical Research	GISAID
EPI539457	yam	B/SouthAfrica/68/2014	na	Sandringham, National Institute For Communicable D	National Institute For Medical Research	GISAID
EPI539441	yam	B/Moscow/10/2014	na	Ivanovsky Research Institute Of Virology Rams	National Institute For Medical Research	GISAID
EPI727121	yam	B/Singapore/Tt600/2013	na		Other Database Import	GISAID
EPI1381149	yam	B/Phuket/3073/2013	na	Who Collaborating Centre For Reference And Research On Influenza	Who Chinese National Influenza Center	GISAID
EPI565208	yam	B/Ethiopia/523/2014	na	Ethiopian Health And Nutrition Research Institute (ehnri)	Centers For Disease Control And Prevention	GISAID
EPI630537	yam	B/Dakar/6/2015	na	Institut Pasteur De Dakar	Crick Worldwide Influenza Centre	GISAID
EPI722884	yam	B/Nepal/2152/2015	na	National Public Health Laboratory	National Institute Of Infectious Diseases (niid)	GISAID
EPI1766839	yam	B/Niigata/468/2020	na	Niigata Prefectural Institute Of Public Health And Environmental Sciences	National Institute Of Infectious Diseases (niid)	GISAID
EPI550804	yam	B/CostaRica/4318/2014	na	Laboratorio Nacional De Influenza	Centers For Disease Control And Prevention	GISAID
EPI679134	yam	B/England/52560639/2015	na	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI574783	yam	B/HongKong/8113256/2015	na	Government Virus Unit	National Institute For Medical Research	GISAID
EPI562346	yam	B/Jordan/30442/2014	na	Laboratory Directorate	National Institute For Medical Research	GISAID
EPI574785	yam	B/Isfahan/85647/2014	na	Tehran University Of Medical Sciences	National Institute For Medical Research	GISAID
EPI717816	yam	B/Singapore/TT162/2015	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI885455	yam	B/Yunnan-Chuxiong/1992/2016	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI858220	yam	B/CostaRica/8793/2016	na	Laboratorio Nacional De Influenza	Centers For Disease Control And Prevention	GISAID
EPI778004	yam	B/Kyoto-C/2/2016	na	Kyoto City Institute Of Health And Environmental Sciences	National Institute Of Infectious Diseases (niid)	GISAID
EPI1147697	yam	B/RioGrandeDoSul/950/2017	na	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI1012631	yam	B/Bahia/127/2017	na	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI643156	yam	B/Syktyvkar/CRIE-82/2015	na		Central Research Institute For Epidemiology	GISAID
EPI645172	yam	B/BeijingFangshan/15225/2015	na		Other Database Import	GISAID
EPI778012	yam	B/Taiwan/151/2016	na	Center For Disease Control	National Institute Of Infectious Diseases (niid)	GISAID
EPI673086	yam	B/Osaka-C/11/2015	na	Osaka City Institute Of Public Health And Environmental Sciences	National Institute Of Infectious Diseases (niid)	GISAID
EPI1215465	yam	B/Nagasaki/14N135/2015	na	Niigata University	Niigata University	GISAID
EPI943046	yam	B/Suriname/1442/2016	na	Institute For Biomedical Sciences	Centers For Disease Control And Prevention	GISAID
EPI766674	yam	B/Texas/81/2016	na	Texas Department Of State Health Services Laboratory Services	Centers For Disease Control And Prevention	GISAID
EPI621538	yam	B/Sainshand/1888/2015	na	National Center For Communicable Diseases	National Institute Of Infectious Diseases (niid)	GISAID
EPI708684	yam	B/Bangladesh/3006/2015	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI813311	yam	B/Townsville/4/2016	na	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI887585	yam	B/Okinawa/19/2016	na	Okinawa Prefectural Institute Of Health And Environment	National Institute Of Infectious Diseases (niid)	GISAID
EPI835132	yam	B/Brisbane/10/2016	na	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI765439	yam	B/Bahrain/21/2016	na	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI714048	yam	B/Brazil/587/2015	na	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI704106	yam	B/Sydney/251/2015	na	Clinical Virology Unit, Cdim	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI826401	yam	B/Sainshand/1852/2016	na	National Center For Communicable Diseases	Centers For Disease Control And Prevention	GISAID
EPI829201	yam	B/Victoria/3/2016	na	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI824573	yam	B/Saitama/103/2016	na	Saitama Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI766975	yam	B/Chiba/8/2016	na	Chiba Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI826148	yam	B/PrachuapKhiriKhan/47/2016	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI678183	yam	B/Norway/2692/2015	na	Stavanger Universitetssykehus, Avd. For Medisinsk Mikrobiologi	Crick Worldwide Influenza Centre	GISAID
EPI737717	yam	B/India/34/2015	na	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI826496	yam	B/Paraguay/8533/2016	na	Central Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI630066	yam	B/Victoria/500/2015	na	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI830614	yam	B/Paraguay/5217/2016	na	Central Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI830606	yam	B/Paraguay/3296/2016	na	Central Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI664189	yam	B/Zambia/4-00314/2015	na	University Teaching Hospital	Crick Worldwide Influenza Centre	GISAID
EPI642777	yam	B/NewZealand/143/2015	na	Institute Of Environmental Science & Research	Centers For Disease Control And Prevention	GISAID
EPI718121	yam	B/Singapore/TT1294/2015	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI864418	yam	B/Peru/4216/2016	na	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI603165	yam	B/Vermont/16/2015	na	Vermont Department Of Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI675682	yam	B/Victoria/698/2015	na	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI554543	yam	B/Wakayama/130/2014	na	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI645914	yam	B/Tochigi/15207/2015	na	Tochigi Prefectural Institute Of Public Health And Environmental Science	National Institute Of Infectious Diseases (niid)	GISAID
EPI579950	yam	B/Austria/841591/2015	na	Department Of Virology, Medical University Vienna	Medical University Vienna	GISAID
EPI621888	yam	B/Calarasi/179521/2015	na	Cantacuzino Institute	Crick Worldwide Influenza Centre	GISAID
EPI564815	yam	B/Taiwan/446/2014	na	Center For Disease Control	National Institute Of Infectious Diseases (niid)	GISAID
EPI737632	yam	B/Okinawa/8/2015	na	National Institute Of Infectious Diseases (niid)	Centers For Disease Control And Prevention	GISAID
EPI679844	yam	B/Shimane/10/2015	na	Shimane Prefectural Institute Of Public Health And Environmental Science	National Institute Of Infectious Diseases (niid)	GISAID
EPI562032	yam	B/SriLanka/7/2014	na	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI589312	yam	B/Ibaraki/1/2015	na	Ibaraki Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI562029	yam	B/Perth/579/2014	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI538172	yam	B/Brazil/125/2014	na	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI831333	yam	B/Mali/113/2016	na	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI717851	yam	B/Singapore/NUH001/2015	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI632746	yam	B/HongKong/1326/2015	na	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI793066	yam	B/Sydney/10/2016	na	Westmead Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI649370	yam	B/Jordan/30356/2015	na	Laboratory Directorate	Crick Worldwide Influenza Centre	GISAID
EPI1608976	yam	B/Lebanon/1488/2016	na	Rafic Hariri University Hospital 4th Floor Dna/research Lab	Crick Worldwide Influenza Centre	GISAID
EPI718051	yam	B/Singapore/GP1628/2015	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI744916	yam	B/Jordan/30349/2015	na	Laboratory Directorate	Crick Worldwide Influenza Centre	GISAID
EPI574789	yam	B/Jordan/20512/2014	na	Laboratory Directorate	National Institute For Medical Research	GISAID
EPI649356	yam	B/Jordan/20606/2015	na	Laboratory Directorate	Crick Worldwide Influenza Centre	GISAID
EPI765177	yam	B/Fiji/93/2015	na	National Centre For Scientific Services For Virology  And Vector Borne Diseases	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1009645	yam	B/Philippines/975/2016	na	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI829781	yam	B/Hunan-Lusong/1565/2016	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI834240	yam	B/Oman/5428/2016	na	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1124980	yam	B/NewZealand/2366/2017	na	Institute Of Environmental Science & Research	Centers For Disease Control And Prevention	GISAID
EPI1082528	yam	B/Canterbury/5/2017	na	Institute Of Environmental Science & Research	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1056857	yam	B/Togo/67/2017	na	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1056873	yam	B/Togo/170/2017	na	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI916634	yam	B/Ghana/FS-16-1880/2016	na	University Of Ghana	Crick Worldwide Influenza Centre	GISAID
EPI955447	yam	B/Lebanon/1948/2016	na	Rafic Hariri University Hospital 4th Floor Dna/research Lab	Centers For Disease Control And Prevention	GISAID
EPI831401	yam	B/Indonesia/Nhird-Lpg258/2016	na	Ministry Of Health, Nihrd	Centers For Disease Control And Prevention	GISAID
EPI986186	yam	B/Ghana/DARI-16-0165/2016	na	University Of Ghana	Crick Worldwide Influenza Centre	GISAID
EPI958338	yam	B/Montana/21/2016	na	Montana Laboratory Services Bureau	Centers For Disease Control And Prevention	GISAID
EPI1052531	yam	B/Amazonas/146409-IEC/2017	na	Evandro Chagas Institute	Centers For Disease Control And Prevention	GISAID
EPI1164655	yam	B/Bahia/975/2017	na	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI1278310	yam	B/Bolivia/143/2018	na	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1077114	yam	B/Kanagawa/IC1649/2017	na	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI859098	yam	B/England/913/2016	na	Health Protection Agency	Crick Worldwide Influenza Centre	GISAID
EPI1053180	yam	B/SouthAfrica/R07356/2017	na	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI1137924	yam	B/Valdivia/79899/2017	na	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI758844	yam	B/RheinlandPfalz/4/2016	na	Robert Koch Institute	Crick Worldwide Influenza Centre	GISAID
EPI1141411	yam	B/Mexico/2711/2017	na	Laboratorio De Virus Respiratorio	Centers For Disease Control And Prevention	GISAID
EPI1182067	yam	B/Ecuador/3673/2017	na	Inspi	Centers For Disease Control And Prevention	GISAID
EPI916642	yam	B/Jordan/20519/2016	na	Laboratory Directorate	Crick Worldwide Influenza Centre	GISAID
EPI1088812	yam	B/Bahrain/133/2017	na	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1147565	yam	B/Vietnam/GS581/2017	na	Pasteur Institute, Influenza Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1082750	yam	B/Wellington/40/2017	na	Institute Of Environmental Science & Research	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1030215	yam	B/Beijing-Huairou/1444/2017	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI918026	yam	B/Yokohama/112/2016	na	National Institute Of Infectious Diseases (niid)	Centers For Disease Control And Prevention	GISAID
EPI1340091	yam	B/Jiangxi-Anyuan/11018/2017	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI908530	yam	B/HongKong/18/2017	na	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1054187	yam	B/Sakai/23/2017	na	Sakai City Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1147620	yam	B/Vietnam/Lisn172/2017	na	Pasteur Institute, Influenza Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1052619	yam	B/HongKong/351/2017	na	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
