Accession	Segment	Strain	Virus	Author	Publication_Title	Journal	Database
LC123428	PB1	Influenza C virus (C/Yamagata/7/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123430	PB1	Influenza C virus (C/Miyagi/11/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123434	PB1	Influenza C virus (C/Yamagata/3/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123440	PB1	Influenza C virus (C/Miyagi/12/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123450	PB1	Influenza C virus (C/Fukuoka/2/2006)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123442	PB1	Influenza C virus (C/Miyagi/42/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123429	PB1	Influenza C virus (C/Miyagi/4/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
KT232083	PB1	Influenza C virus (C/India/P119564/2011)	influenzaC	Potdar,V.A., Hinge,D.D., Dakhave,M.R. and Jadhav,N.A.	Retrospective detection & characterization of Influenza C virus in pediatric patients from western India	Unpublished	NCBI Virus, Genbank
LC123475	PB1	Influenza C virus (C/Yamagata/6/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123485	PB1	Influenza C virus (C/Tokyo/1/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123412	PB1	Influenza C virus (C/Yamagata/10/89)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123422	PB1	Influenza C virus (C/Yamagata/8/96)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123423	PB1	Influenza C virus (C/Yamagata/13/98)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123426	PB1	Influenza C virus (C/Yamagata/6/2000)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123431	PB1	Influenza C virus (C/Miyagi/20/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123436	PB1	Influenza C virus (C/Yamagata/15/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123449	PB1	Influenza C virus (C/Fukuoka/1/2005)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123452	PB1	Influenza C virus (C/Yamagata/9/2006)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123463	PB1	Influenza C virus (C/Yamagata/2/2010)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123464	PB1	Influenza C virus (C/Miyagi/3/2010)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123474	PB1	Influenza C virus (C/Fukuoka/1/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123458	PB1	Influenza C virus (C/Yamagata/3/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123461	PB1	Influenza C virus (C/Yamagata/18/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123462	PB1	Influenza C virus (C/Miyagi/2/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123456	PB1	Influenza C virus (C/Miyagi/4/2006)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123460	PB1	Influenza C virus (C/Yamagata/16/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123459	PB1	Influenza C virus (C/Yamagata/11/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123465	PB1	Influenza C virus (C/Tokyo/3/2010)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123467	PB1	Influenza C virus (C/Yamagata/3/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123470	PB1	Influenza C virus (C/Yamagata/14/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123473	PB1	Influenza C virus (C/Miyagi/2/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123472	PB1	Influenza C virus (C/Yamagata/29/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
KT835338	PB1	Influenza C virus (C/Scotland/6855/2007)	influenzaC	Smith,D.B., Gaunt,E.R., Digard,P., Templeton,K. and Simmonds,P.	Detection of influenza C virus but not influenza D virus in Scottish respiratory samples	J. Clin. Virol. 74, 50-53 (2016)	NCBI Virus, Genbank
KT835339	PB1	Influenza C virus (C/Scotland/7274/2007)	influenzaC	Smith,D.B., Gaunt,E.R., Digard,P., Templeton,K. and Simmonds,P.	Detection of influenza C virus but not influenza D virus in Scottish respiratory samples	J. Clin. Virol. 74, 50-53 (2016)	NCBI Virus, Genbank
LC327653	PB1	Influenza C virus (C/Iwate/1/2016)	influenzaC	Takahashi,M., Obara,T., Matsuzaki,Y., Maisawa,S.I., Sasaki,Y., Yoshino,N., Shirasawa,A., Iwabuchi,K., Takahashi,T., Kajita,H., Ono,Y., Ryo,A., Kimura,H. and Muraki,Y.	Cocirculation of Influenza C Viruses with Distinct Internal Genome Constellations in Iwate Prefecture, Japan, in 2016	Jpn. J. Infect. Dis. 71 (5), 393-395 (2018)	NCBI Virus, Genbank
LC123484	PB1	Influenza C virus (C/Miyagi/6/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123478	PB1	Influenza C virus (C/Yamagata/30/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123479	PB1	Influenza C virus (C/Yamagata/32/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
JX963122	PB1	Influenza C virus (C/Singapore/DSO-050530/2006)	influenzaC	Ting,P., Seah,S.G.K., Lim,E.A.S., Liaw,J.C.W. and Tan,B.-H.	Genetic Characterisation of the Influenza C Viruses in Singapore	Unpublished	NCBI Virus, Genbank
JX963125	PB1	Influenza C virus (C/Singapore/DSO-070203/2006)	influenzaC	Ting,P., Seah,S.G.K., Lim,E.A.S., Liaw,J.C.W. and Tan,B.-H.	Genetic Characterisation of the Influenza C Viruses in Singapore	Unpublished	NCBI Virus, Genbank
JX963124	PB1	Influenza C virus (C/Singapore/DSO-070193/2006)	influenzaC	Ting,P., Seah,S.G.K., Lim,E.A.S., Liaw,J.C.W. and Tan,B.-H.	Genetic Characterisation of the Influenza C Viruses in Singapore	Unpublished	NCBI Virus, Genbank
JX963123	PB1	Influenza C virus (C/Singapore/DSO-070170/2006)	influenzaC	Ting,P., Seah,S.G.K., Lim,E.A.S., Liaw,J.C.W. and Tan,B.-H.	Genetic Characterisation of the Influenza C Viruses in Singapore	Unpublished	NCBI Virus, Genbank
MK480582	PB1	Influenza C virus	influenzaC	Chansaenroj,J., Thongpan,I., Vichiwattana,Y. and Poovorawan,Y.	Influenza C virus whole genome	Unpublished	NCBI Virus, Genbank
MK480596	PB1	Influenza C virus	influenzaC	Chansaenroj,J., Thongpan,I., Vichiwattana,Y. and Poovorawan,Y.	Influenza C virus whole genome	Unpublished	NCBI Virus, Genbank
KT835336	PB1	Influenza C virus (C/Scotland/7482/2007)	influenzaC	Smith,D.B., Gaunt,E.R., Digard,P., Templeton,K. and Simmonds,P.	Detection of influenza C virus but not influenza D virus in Scottish respiratory samples	J. Clin. Virol. 74, 50-53 (2016)	NCBI Virus, Genbank
KT835335	PB1	Influenza C virus (C/Scotland/5500/2007)	influenzaC	Smith,D.B., Gaunt,E.R., Digard,P., Templeton,K. and Simmonds,P.	Detection of influenza C virus but not influenza D virus in Scottish respiratory samples	J. Clin. Virol. 74, 50-53 (2016)	NCBI Virus, Genbank
KT835337	PB1	Influenza C virus (C/Scotland/7383/2007)	influenzaC	Smith,D.B., Gaunt,E.R., Digard,P., Templeton,K. and Simmonds,P.	Detection of influenza C virus but not influenza D virus in Scottish respiratory samples	J. Clin. Virol. 74, 50-53 (2016)	NCBI Virus, Genbank
LC123424	PB1	Influenza C virus (C/Aichi/1/99)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC603647	PB1	Influenza C virus	influenzaC	Matsuzaki,Y., Sugawara,K., Shimotai,Y., Kadowaki,Y., Hongo,S., Mizuta,K. and Nishimura,H.	Growth Kinetics of Influenza C Virus Antigenic Mutants That Escaped from Anti-Hemagglutinin Esterase Monoclonal Antibodies and Viral Antigenic Changes Found in Field Isolates	Viruses 13 (3), 401 (2021)	NCBI Virus, Genbank
LC123410	PB1	Influenza C virus (C/Yamagata/7/88)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123400	PB1	Influenza C virus (C/Shizuoka/79)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123403	PB1	Influenza C virus (C/Yamagata/7/81)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123404	PB1	Influenza C virus (C/Yamagata/10/1981)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123405	PB1	Influenza C virus (C/Yamagata/26/81)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123407	PB1	Influenza C virus (C/Sao Paulo/378/82)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123416	PB1	Influenza C virus (C/Yamagata/1/93)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123415	PB1	Influenza C virus (C/Yamagata/5/92)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123418	PB1	Influenza C virus (C/Miyagi/3/93)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
MZ330886	PB1	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330949	PB1	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330893	PB1	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330900	PB1	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MK480589	PB1	Influenza C virus	influenzaC	Chansaenroj,J., Thongpan,I., Vichiwattana,Y. and Poovorawan,Y.	Influenza C virus whole genome	Unpublished	NCBI Virus, Genbank
LC327660	PB1	Influenza C virus (C/Iwate/2/2016)	influenzaC	Takahashi,M., Obara,T., Matsuzaki,Y., Maisawa,S.I., Sasaki,Y., Yoshino,N., Shirasawa,A., Iwabuchi,K., Takahashi,T., Kajita,H., Ono,Y., Ryo,A., Kimura,H. and Muraki,Y.	Cocirculation of Influenza C Viruses with Distinct Internal Genome Constellations in Iwate Prefecture, Japan, in 2016	Jpn. J. Infect. Dis. 71 (5), 393-395 (2018)	NCBI Virus, Genbank
AB126191	PB2	Influenza C virus (C/Ann Arbor/1/50)	influenzaC	Muraki,Y., Washioka,H., Sugawara,K., Matsuzaki,Y., Takashita,E. and Hongo,S.	Identification of an amino acid residue on influenza C virus M1 protein responsible for formation of the cord-like structures of the virus	J. Gen. Virol. 85 (PT 7), 1885-1893 (2004)	NCBI Virus, Genbank
FR671420	PB2	Influenza C virus (C/JJ/1950)	influenzaC	Pachler,K., Mayr,J. and Vlasak,R.	A seven plasmid-based system for the rescue of influenza C virus	J Mol Genet Med 4, 239-246 (2010)	NCBI Virus, Genbank
M28061	PB2	Influenza C virus	influenzaC	Yamashita,M., Krystal,M. and Palese,P.	Comparison of the three large polymerase proteins of influenza A, B, and C viruses	Virology 171 (2), 458-466 (1989)	NCBI Virus, Genbank
LC123283	PB2	Influenza C virus (C/Taylor/1233/1947)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123287	PB2	Influenza C virus (C/Paris/1/67)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
AF170576	PB2	Influenza C virus (C/Johannesburg/1/66)	influenzaC	Crescenzo-Chaigne,B., Naffakh,N. and van der Werf,S.	Comparative analysis of the ability of the polymerase complexes of influenza viruses type A, B and C to assemble into functional RNPs that allow expression and replication of heterotypic model RNA templates in vivo	Virology 265 (2), 342-353 (1999)	NCBI Virus, Genbank
LC123284	PB2	Influenza C virus (C/Great Lakes/1167/1954)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123285	PB2	Influenza C virus (C/Yamagata/64)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
MK480590	PB2	Influenza C virus	influenzaC	Chansaenroj,J., Thongpan,I., Vichiwattana,Y. and Poovorawan,Y.	Influenza C virus whole genome	Unpublished	NCBI Virus, Genbank
LC327659	PB2	Influenza C virus (C/Iwate/2/2016)	influenzaC	Takahashi,M., Obara,T., Matsuzaki,Y., Maisawa,S.I., Sasaki,Y., Yoshino,N., Shirasawa,A., Iwabuchi,K., Takahashi,T., Kajita,H., Ono,Y., Ryo,A., Kimura,H. and Muraki,Y.	Cocirculation of Influenza C Viruses with Distinct Internal Genome Constellations in Iwate Prefecture, Japan, in 2016	Jpn. J. Infect. Dis. 71 (5), 393-395 (2018)	NCBI Virus, Genbank
LC123290	PB2	Influenza C virus (C/Aomori/74)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123292	PB2	Influenza C virus (C/Kanagawa/1/76)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123293	PB2	Influenza C virus (C/Miyagi/77)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123322	PB2	Influenza C virus (C/Aichi/1/99)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123347	PB2	Influenza C virus (C/Fukuoka/1/2005)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123354	PB2	Influenza C virus (C/Miyagi/4/2006)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123350	PB2	Influenza C virus (C/Yamagata/9/2006)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123356	PB2	Influenza C virus (C/Yamagata/3/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
