Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI1314890	vic	B/Nigeria/3352/2018	na	National Influenza Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1645288	vic	B/Bangladesh/524/2019	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1843722	vic	B/CoteDIvoire/948/2020	na	Pasteur Institut Of Côte D'ivoire	Crick Worldwide Influenza Centre	GISAID
EPI1715854	vic	B/Mali/187/2019	na	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1841153	vic	B/Jiangxi-Guixi/1645/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1841169	vic	B/Jiangxi-Donghu/11264/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1840865	vic	B/Guizhou-Douyun/11021/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1840881	vic	B/Jiangxi-Yuanzhou/11997/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1840849	vic	B/Jiangxi-Zhushan/1769/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1841161	vic	B/Jiangxi-Donghu/11366/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1840833	vic	B/Jiangxi-Donghu/11421/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1840841	vic	B/Jiangxi-Donghu/11572/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1383241	vic	B/RhodeIsland/1/2019	na	Rhode Island Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1409590	vic	B/Mali/92/2018	na	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1481720	vic	B/Guangdong-Nanshan/36/2018	na	Who Chinese National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI1574195	vic	B/Bahrain/232/2019	na	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1722217	vic	B/SriLanka/25/2019	na	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1442851	vic	B/NewYork/8/2019	na	New York City Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1449387	vic	B/AbuDhabi/36/2019	na	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1687582	vic	B/Colombia/7472/2020	na	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1748899	vic	B/Belgium/S0455/2020	na	Scientific Institute Of Public Health	Crick Worldwide Influenza Centre	GISAID
EPI1445397	vic	B/Netherlands/88/2019	na	Erasmus Medical Center	Erasmus Medical Center	GISAID
EPI1338320	vic	B/Sweden/61/2018	na		Public Health Agency Of Sweden	GISAID
EPI2029801	vic	B/Netherlands/11305/2022	na	Pamm	National Institute For Public Health And The Environment (rivm)	GISAID
EPI2027951	vic	B/Netherlands/11267/2022	na	Pamm	National Institute For Public Health And The Environment (rivm)	GISAID
EPI1882386	vic	B/Kenya/132/2021	na	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI1992371	vic	B/Kenya/116/2022	na	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI1443079	vic	B/BurkinaFaso/1479/2019	na	Irss	Centers For Disease Control And Prevention	GISAID
EPI1603903	vic	B/Togo/752/2019	na	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1409606	vic	B/Mali/132/2018	na	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1370384	vic	B/Victoria/2044/2018	na	Alfred Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1322800	vic	B/Victoria/900/2018	na	Royal Chidrens Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1358520	vic	B/Victoria/705/2018	na	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1359330	vic	B/Brisbane/35/2018	na	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1799900	vic	B/Yunnan-Wenshan/1438/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1691923	vic	B/Shandong-Dongying/160/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1595340	vic	B/Singapore/MOH0112/2019	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1602594	vic	B/California/28/2019	na	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1748963	vic	B/Iceland/38/2020	na	Landspitali   University Hospital 	Crick Worldwide Influenza Centre	GISAID
EPI1445082	vic	B/Stockholm/1/2019	na		Public Health Agency Of Sweden	GISAID
EPI1544756	vic	B/Bahrain/351/2019	na	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1544832	vic	B/Lebanon/454/2019	na	Rafic Hariri University Hospital 4th Floor Dna/research Lab	Centers For Disease Control And Prevention	GISAID
EPI1753018	vic	B/Ulsan/1316/2019	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1574025	vic	B/SuratThani/173/2019	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1687376	vic	B/Nakhonphanom/429/2019	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1442811	vic	B/Connecticut/5/2019	na	Connecticut Department. Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1628651	vic	B/Bangladesh/1696/2019	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1631798	vic	B/Bangladesh/1694/2019	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1647634	vic	B/Victoria/2082/2019	na	Alfred Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1604120	vic	B/Norway/2116/2019	na	Ostfold Hospital   Fredrikstad, Dept. Of Microbiology	Crick Worldwide Influenza Centre	GISAID
EPI1882354	vic	B/Kenya/127/2021	na	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI1840639	vic	B/Kenya/120/2020	na	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI1840647	vic	B/Kenya/113/2020	na	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI1542957	vic	B/Iceland/7775/2019	na	Landspitali   University Hospital 	Crick Worldwide Influenza Centre	GISAID
EPI1608888	vic	B/Bolivia/1372/2019	na	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1795408	vic	B/Brisbane/5/2020	na	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1606911	vic	B/Hawaii/38/2019	na	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1756209	vic	B/Dnipropetrovsk/420/2020	na	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1813698	vic	B/SriLanka/28/2020	na	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1671974	vic	B/Waikato/2/2019	na	Institute Of Environmental Science And Research	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1697677	vic	B/Bahrain/6/2020	na	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1589987	vic	B/Brisbane/19/2019	na	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1491225	vic	B/Mie/2/2019	na	Mie Prefecture Health And Environment Research Institute	National Institute Of Infectious Diseases (niid)	GISAID
EPI1604997	vic	B/Kawasaki/12/2019	na	Kawasaki City Institute Of Public Health 	National Institute Of Infectious Diseases (niid)	GISAID
EPI1795426	vic	B/Indonesia/NIHRDBPP1360/2019	na	Ministry Of Health, Nihrd	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1603946	vic	B/Suriname/729/2019	na	Central Laboratory, Bureau Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1673900	vic	B/Darwin/26/2019	na	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1452902	vic	B/Darwin/59/2019	na	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1566693	vic	B/Mie/9/2019	na	Mie Prefecture Health And Environment Research Institute	National Institute Of Infectious Diseases (niid)	GISAID
EPI1405839	vic	B/Netherlands/10190/2019	na	National Institute For Public Health And The Environment (rivm)	National Institute For Public Health And The Environment (rivm)	GISAID
EPI1585657	vic	B/HongKong/733/2019	na	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1648828	vic	B/Guangxi-Youjiang/1868/2019	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1726421	vic	B/Taiwan/83280/2019	na	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1589696	vic	B/Guangxi-Xinbin/1725/2019	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1752721	vic	B/Gansu-Xifeng/1165/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1504086	vic	B/Guangdong-Chikan/1147/2019	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1503885	vic	B/Gansu-Dunhuang/1231/2019	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1726426	vic	B/Taiwan/83701/2019	na	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1799906	vic	B/Fujian-Xinluo/1719/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1640360	vic	B/Lao/F2336/2019	na	National Center For Laboratory And Epidemiology	National Institute Of Infectious Diseases (niid)	GISAID
EPI1722965	vic	B/Lao/3153/2019	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1722890	vic	B/Lao/3395/2019	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1619578	vic	B/Norway/2092/2019	na	Oslo University Hospital, Ulleval Hospital, Dept. Of Microbiology	Crick Worldwide Influenza Centre	GISAID
EPI1503702	vic	B/Neimenggu-Kundoulun/1331/2019	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1799897	vic	B/Yunnan-Wenshan/1436/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1799891	vic	B/Yunnan-Wenshan/1479/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1351241	vic	B/Sichuan-Gaoxin/531/2018	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1646959	vic	B/Muscat/5812/2019	na	Central Public Health Laboratory, Ministry Of Health	Crick Worldwide Influenza Centre	GISAID
EPI1812936	vic	B/Bhutan/1616/2020	na	Royal Centre For Disease Control	Centers For Disease Control And Prevention	GISAID
EPI1671728	vic	B/Canberra/84/2019	na	Canberra Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1662977	vic	B/India/4673/2019	na	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1593127	vic	B/India/1591/2019	na	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1877658	vic	B/Texas/3/2021	na	Texas Department Of State Health Services Laboratory Services	Centers For Disease Control And Prevention	GISAID
EPI2004080	vic	B/Honduras/3676/2021	na	Laboratorio Nacional De Virologia	Centers For Disease Control And Prevention	GISAID
EPI1697702	vic	B/Bahrain/871/2019	na	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1635190	vic	B/England/93480276/2019	na	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1806022	vic	B/Rennes/2588/2020	na	Cnr Virus Des Infections Respiratoires   France Sud	Cnr Virus Des Infections Respiratoires   France Sud	GISAID
EPI1795150	vic	B/Brisbane/6B/2020	na	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1651210	vic	B/Maine/19/2019	na	Maine Health And Environmental Testing Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1748547	vic	B/Krasnoyarsk/10/2020	na	Russian Academy Of Medical Sciences	Centers For Disease Control And Prevention	GISAID
EPI1703941	vic	B/Kyiv/358/2019	na	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1737627	vic	B/Yokohama/7/2020	na	Yokohama City Institute Of Public Health.	National Institute Of Infectious Diseases (niid)	GISAID
EPI1804589	vic	B/Iwate/4/2020	na	Research Institute For Environmental Sciences And Public Health Of Iwate Prefecture	National Institute Of Infectious Diseases (niid)	GISAID
EPI1806703	vic	B/Guatemala/817/2020	na	Laboratorio Nacional De Salud Guatemala	Centers For Disease Control And Prevention	GISAID
EPI1740849	vic	B/Victoria/20/2020	na	Alfred Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1685323	vic	B/Arizona/1/2020	na	Arizona Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1714952	vic	B/Pennsylvania/8/2020	na	Pennsylvania Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1699919	vic	B/Japan/10595/2019	na	U.s. Air Force School Of Aerospace Medicine 	U.s. Air Force School Of Aerospace Medicine	GISAID
EPI1799721	vic	B/Yokohama/1/2020	na	Yokohama City Institute Of Public Health.	Centers For Disease Control And Prevention	GISAID
EPI1806637	vic	B/Guatemala/22/2020	na	Laboratorio Nacional De Salud Guatemala	Centers For Disease Control And Prevention	GISAID
EPI1653755	vic	B/Maryland/24/2019	na	Maryland Department Of Health And Mental Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1593007	vic	B/India/794/2019	na	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1765717	vic	B/Santiago/4824/2020	na	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1858741	vic	B/NewHampshire/1/2021	na	New Hampshire Public Health Laboratories	Centers For Disease Control And Prevention	GISAID
EPI1705592	vic	B/Kyiv/279/2019	na	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1697741	vic	B/Bahrain/788/2019	na	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1722780	vic	B/Lao/3476/2019	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1840599	vic	B/Lao/262/2020	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1840520	vic	B/Lao/452/2020	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1655960	vic	B/Antofagasta/82742/2019	na	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile	GISAID
EPI1917353	vic	B/Colombia/6181/2021	na	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1673916	vic	B/Townsville/1/2019	na	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1605021	vic	B/Osaka/21/2019	na	Osaka Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1604973	vic	B/Aichi/8/2019	na	Aichi Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1920662	vic	B/LaReunion/438/2021	na	Cnr Virus Des Infections Respiratoires   France Sud	Cnr Virus Des Infections Respiratoires   France Sud	GISAID
EPI1684964	vic	B/Colombia/7431/2019	na	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1585889	vic	B/Congo/306/2019	na	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1607036	vic	B/Saipan/1052/2019	na	Guam Department Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1481681	vic	B/Congo/262/2019	na	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1800245	vic	B/Myanmar/19M105/2019	na	Niigata University (dph)	Niiigata University	GISAID
EPI1592959	vic	B/Kanagawa/IC18169/2019	na	National Institute Of Infectious Diseases (niid)	Centers For Disease Control And Prevention	GISAID
EPI1593047	vic	B/Lao/1337/2019	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1654856	vic	B/SouthKorea/9968/2019	na	U.s. Air Force School Of Aerospace Medicine 	U.s. Air Force School Of Aerospace Medicine	GISAID
EPI1654840	vic	B/SouthKorea/9966/2019	na	U.s. Air Force School Of Aerospace Medicine 	U.s. Air Force School Of Aerospace Medicine	GISAID
EPI1815369	vic	B/Kyiv/342/2020	na	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Cnr Virus Des Infections Respiratoires   France Sud	GISAID
EPI1928529	vic	B/Haiti/70747/2021	na	Laboratoire National De Sante Publique	Centers For Disease Control And Prevention	GISAID
EPI1854156	vic	B/Florida/1/2021	na	Florida Department Of Health Tampa	Centers For Disease Control And Prevention	GISAID
EPI1840448	vic	B/Lao/935/2020	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1658565	vic	B/Washington/2/2019	na	Washington State Public Health Laboratory	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1409481	vic	B/Saskatchewan/RV0649/2019	na	National Microbiology Laboratory, Health Canada	Centers For Disease Control And Prevention	GISAID
EPI1807210	vic	B/Kyoto-C/10/2020	na	Kyoto City Institute Of Health And Environmental Sciences	National Institute Of Infectious Diseases (niid)	GISAID
EPI1409462	vic	B/Ontario/RV1134/2019	na	National Microbiology Laboratory, Health Canada	Centers For Disease Control And Prevention	GISAID
EPI1583907	vic	B/Oman/4324/2019	na	Central Public Health Laboratory, Ministry Of Health	Crick Worldwide Influenza Centre	GISAID
EPI1574017	vic	B/Phetchaburi/177/2019	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1647102	vic	B/Qatar/16-VI-19-0047470/2019	na	Supreme Health Council	Crick Worldwide Influenza Centre	GISAID
EPI1635292	vic	B/England/92840642/2019	na	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1647582	vic	B/SouthAustralia/159/2019	na	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1481547	vic	B/Bangladesh/367/2019	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1756265	vic	B/Argentina/83/2020	na	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI1844331	vic	B/Henan-Xigong/1449/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI338028	vic	B/Georgia/NHRC0001/2003	np		Other Database Import	GISAID
EPI338020	vic	B/Illinois/NHRC0001/2003	np		Other Database Import	GISAID
EPI338036	vic	B/Missouri/NHRC0001/2003	np		Other Database Import	GISAID
EPI338076	vic	B/California/NHRC0005/2003	np		Other Database Import	GISAID
EPI338068	vic	B/California/NHRC0004/2003	np		Other Database Import	GISAID
EPI137202	vic	B/Mississippi/UR06-0550/2007	np		Other Database Import	GISAID
EPI518542	vic	B/NewYork/1115/2007	np		Other Database Import	GISAID
EPI136955	vic	B/Tennessee/UR06-0105/2007	np		Other Database Import	GISAID
EPI518566	vic	B/NewYork/1118/2007	np		Other Database Import	GISAID
EPI337964	vic	B/Illinois/NHRC0001/2006	np		Other Database Import	GISAID
EPI338044	vic	B/SouthCarolina/NHRC0001/2004	np		Other Database Import	GISAID
EPI518373	vic	B/NewYork/1075/2005	np		Other Database Import	GISAID
EPI518365	vic	B/NewYork/1073/2005	np		Other Database Import	GISAID
EPI338116	vic	B/California/NHRC0006/2006	np		Other Database Import	GISAID
EPI338873	vic	B/California/NHRC0003/2006	np		Other Database Import	GISAID
EPI338907	vic	B/California/NHRC0005/2006	np		Other Database Import	GISAID
EPI338124	vic	B/California/NHRC0004/2006	np		Other Database Import	GISAID
EPI137050	vic	B/Mississippi/UR06-0340/2007	np		Other Database Import	GISAID
EPI137707	vic	B/Ohio/UR06-0428/2007	np		Other Database Import	GISAID
EPI518558	vic	B/NewYork/1117/2007	np		Other Database Import	GISAID
EPI137631	vic	B/Tennessee/UR06-0319/2007	np		Other Database Import	GISAID
EPI137688	vic	B/Tennessee/UR06-0407/2007	np		Other Database Import	GISAID
EPI518405	vic	B/NewYork/1090/2006	np		Other Database Import	GISAID
EPI518429	vic	B/NewYork/1093/2006	np		Other Database Import	GISAID
EPI518389	vic	B/NewYork/1088/2006	np		Other Database Import	GISAID
EPI518397	vic	B/NewYork/1089/2006	np		Other Database Import	GISAID
EPI337980	vic	B/Georgia/NHRC0001/2006	np		Other Database Import	GISAID
EPI518582	vic	B/NewYork/1120/2007	np		Other Database Import	GISAID
EPI518421	vic	B/NewYork/1092/2006	np		Other Database Import	GISAID
EPI518437	vic	B/NewYork/1100/2007	np		Other Database Import	GISAID
EPI518453	vic	B/NewYork/1102/2007	np		Other Database Import	GISAID
EPI518502	vic	B/NewYork/1109/2007	np		Other Database Import	GISAID
EPI518485	vic	B/NewYork/1107/2007	np		Other Database Import	GISAID
EPI518413	vic	B/NewYork/1091/2006	np		Other Database Import	GISAID
EPI338955	vic	B/Texas/NHRC0001/2006	np		Other Database Import	GISAID
EPI337972	vic	B/California/NHRC0001/2006	np		Other Database Import	GISAID
EPI137574	vic	B/Illinois/UR06-0016/2007	np		Other Database Import	GISAID
EPI518598	vic	B/NewYork/1122/2007	np		Other Database Import	GISAID
EPI358184	vic	B/Guatemala/52/2012	np	Laboratorio Nacional De Salud Guatemala	Centers For Disease Control And Prevention	GISAID
EPI517259	vic	B/Boston/YGB_01019/2013	np		Other Database Import	GISAID
EPI956747	vic	B/NewCaledonia/27/2015	np	Institut Pasteur New Caledonia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI517219	vic	B/Boston/YGB_01006/2013	np		Other Database Import	GISAID
EPI524259	vic	B/Boston/YGB_01007/2013	np		Other Database Import	GISAID
EPI517243	vic	B/Boston/YGB_01017/2013	np		Other Database Import	GISAID
EPI517474	vic	B/Boston/YGB_01056/2013	np		Other Database Import	GISAID
EPI874915	vic	B/England/235/2015	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI956739	vic	B/Darwin/97/2015	np	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI745299	vic	B/Paraguay/6708/2015	np	Central Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI517211	vic	B/Boston/YGB_01005/2013	np		Other Database Import	GISAID
EPI517183	vic	B/Boston/YGB_01057/2013	np		Other Database Import	GISAID
EPI635963	vic	B/NewYork/WC-LVD-14-027/2014	np		Other Database Import	GISAID
EPI838976	vic	B/HongKong/1545/2016	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI711667	vic	B/Trollhattan/1/2016	np		Swedish Institute For Infectious Disease Control	GISAID
EPI957048	vic	B/Tasmania/5/2015	np	Royal Hobart Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI695102	vic	B/Concepcion/81218/2015	np	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI807356	vic	B/Santiago/20267/2016	np	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI825556	vic	B/HongKong/87/2016	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI908349	vic	B/Pernambuco/145023-IEC/2016	np	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI908372	vic	B/Pernambuco/145029-IEC/2016	np	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI1112573	vic	B/England/71/2017	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI2053404	vic	B/Victoria/926/2015	np	Who Collaborating Centre For Reference And Research On Influenza	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI830826	vic	B/Ecuador/2908/2016	np	Inspi	Centers For Disease Control And Prevention	GISAID
EPI807388	vic	B/Iquique/28387/2016	np	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI863471	vic	B/Peru/3216/2016	np	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI638568	vic	B/Hawaii/22/2015	np	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI638555	vic	B/Hawaii/20/2015	np	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI642287	vic	B/Brazil/6297/2015	np	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI807188	vic	B/Brazil/27/2016	np	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI1012633	vic	B/Bahia/128/2017	np	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI1089099	vic	B/BurkinaFaso/148/2017	np	Irss	Centers For Disease Control And Prevention	GISAID
EPI1078916	vic	B/Mali/66/2017	np	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1078869	vic	B/Mali/15/2017	np	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1228895	vic	B/Mali/47/2018	np	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1228767	vic	B/Mali/8025/2018	np	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI784796	vic	B/Singapore/INFGP-16-0299/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI784754	vic	B/Singapore/INFTT-16-0024/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI662230	vic	B/Uruguay/102/2015	np	Departamento De Laboratorio De Salud Publica	Centers For Disease Control And Prevention	GISAID
EPI826790	vic	B/Uruguay/2/2016	np	Departamento De Laboratorio De Salud Publica	Centers For Disease Control And Prevention	GISAID
EPI995364	vic	B/Tokyo/EH8/2016	np	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI714018	vic	B/Brazil/582/2015	np	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI558914	vic	B/Stockholm/6/2014	np		Swedish Institute For Infectious Disease Control	GISAID
EPI708662	vic	B/Bangladesh/11002/2015	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI693103	vic	B/Bangladesh/11005/2015	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI807133	vic	B/Bangladesh/311001/2016	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI864199	vic	B/Bangladesh/8/2016	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
