Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI243624	vic	B/HongKong/235/2009	na	Government Virus Unit	National Institute For Medical Research	GISAID
EPI272001	vic	B/Songkhla/164/2010	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI193089	vic	B/Vietnam/132/2009	na	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI249985	vic	B/Lao/225/2009	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI241195	vic	B/Vietnam/532/2009	na	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI332615	vic	B/Cambodia/8/2011	na	Institute Pasteur Du Cambodia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI305325	vic	B/Yokohama/5/2010	na	Yokohama City Institute Of Public Health.	National Institute Of Infectious Diseases (niid)	GISAID
EPI461182	vic	B/Thailand/CU-B4585/2011	na		Other Database Import	GISAID
EPI157049	vic	B/HongKong/809/2006	na		Centers For Disease Control And Prevention	GISAID
EPI374361	vic	B/Malaysia/29570/2004	na		Other Database Import	GISAID
EPI1938016	vic	B/Malaysia/2276/2004	na	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1989500	vic	B/Singapore/18/2004	na	Singapore General Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI374401	vic	B/Malaysia/30589/2005	na		Other Database Import	GISAID
EPI211556	vic	B/HongKong/45/2005	na	Government Virus Unit	National Institute For Medical Research	GISAID
EPI1990226	vic	B/Malaysia/174/2006	na	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI374569	vic	B/Malaysia/1781325/2007	na		Other Database Import	GISAID
EPI374449	vic	B/Malaysia/33772/2005	na		Other Database Import	GISAID
EPI374465	vic	B/Malaysia/33922/2006	na		Other Database Import	GISAID
EPI374521	vic	B/Malaysia/1723975/2007	na		Other Database Import	GISAID
EPI374433	vic	B/Malaysia/33021/2005	na		Other Database Import	GISAID
EPI275339	vic	B/India/5908/2010	na	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI155692	vic	B/India/33242/2006	na		Centers For Disease Control And Prevention	GISAID
EPI479489	vic	B/Townsville/4/2005	na		Other Database Import	GISAID
EPI374393	vic	B/Malaysia/30552/2004	na		Other Database Import	GISAID
EPI374417	vic	B/Malaysia/31529/2005	na		Other Database Import	GISAID
EPI159908	vic	B/Taiwan/94/2005	na		Other Database Import	GISAID
EPI160036	vic	B/Taiwan/70061/2006	na		Other Database Import	GISAID
EPI2017242	vic	B/Macau/388/2005	na	Laboratorio De Saude Publico	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI374369	vic	B/Malaysia/30238/2004	na		Other Database Import	GISAID
EPI374425	vic	B/Malaysia/31752/2005	na		Other Database Import	GISAID
EPI51749	vic	B/HongKong/310/2004	na		Other Database Import	GISAID
EPI155477	vic	B/Yunnan/Malipo32/2006	na		Centers For Disease Control And Prevention	GISAID
EPI160044	vic	B/Taiwan/70690/2006	na		Other Database Import	GISAID
EPI554921	vic	B/Jilin-Chaoyang/1126/2007	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI163173	vic	B/Chita/3/2008	na		Centers For Disease Control And Prevention	GISAID
EPI157218	vic	B/Taiwan/740/2007	na		Centers For Disease Control And Prevention	GISAID
EPI155475	vic	B/Yunnan/Yingjiang31/2006	na		Centers For Disease Control And Prevention	GISAID
EPI155787	vic	B/Hubei/Jiangan180/2007	na		Centers For Disease Control And Prevention	GISAID
EPI168279	vic	B/HongKong/1265/2008	na		Centers For Disease Control And Prevention	GISAID
EPI155981	vic	B/Tianjin/Nankai194/2007	na		Centers For Disease Control And Prevention	GISAID
EPI249544	vic	B/Lao/1232/2009	na	National Institute Of Infectious Diseases (niid)	Centers For Disease Control And Prevention	GISAID
EPI156959	vic	B/Fujian/Siming1173/2007	na		Centers For Disease Control And Prevention	GISAID
EPI168267	vic	B/Moscow/25/2008	na		Centers For Disease Control And Prevention	GISAID
EPI155633	vic	B/ShaanxiBeilin/1453/2006	na		Centers For Disease Control And Prevention	GISAID
EPI210723	vic	B/Yunnan-mengzi/1490/2008	na		National Institute Of Infectious Diseases (niid)	GISAID
EPI210329	vic	B/Sydney/3/2009	na	Clinical Virology Unit, Cdim	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI687325	vic	B/Taiwan/1403/2006	na		Other Database Import	GISAID
EPI562187	vic	B/Jiangxi-Yushui/11102/2014	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI376978	vic	B/Macau/600042/2012	na	Laboratorio De Saude Publico	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI418184	vic	B/Lao/90/2012	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI423976	vic	B/StPetersburg/RII44/2012	na		Other Database Import	GISAID
EPI347829	vic	B/Sichuan-Qingyang/1165/2011	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI340827	vic	B/Sichuan-Maerkang/166/2011	na	Who Chinese National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI51730	vic	B/Paraguay/636/2003	na		Other Database Import	GISAID
EPI479058	vic	B/Auckland/1/2003	na		Other Database Import	GISAID
EPI13815	vic	B/Parma/2/2004	na		Other Database Import	GISAID
EPI518227	vic	B/NewYork/1056/2003	na		Other Database Import	GISAID
EPI338035	vic	B/Missouri/NHRC0001/2003	na		Other Database Import	GISAID
EPI518268	vic	B/NewYork/1394/2003	na		Other Database Import	GISAID
EPI50515	vic	B/Temple/B19/2003	na		Other Database Import	GISAID
EPI1989299	vic	B/Perth/33/2004	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI2020757	vic	B/Philippines/1506/2006	na	Research Institute Of Tropical Medicine	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI159964	vic	B/Hawaii/33/2004	na		Other Database Import	GISAID
EPI110578	vic	B/Taiwan/473/2005	na		Other Database Import	GISAID
EPI110576	vic	B/Taiwan/75/2004	na		Other Database Import	GISAID
EPI160028	vic	B/Taiwan/91061/2005	na		Other Database Import	GISAID
EPI339132	vic	B/Kolkata/N-67/2009	na		Other Database Import	GISAID
EPI339100	vic	B/Kolkata/N-2000/2009	na		Other Database Import	GISAID
EPI376707	vic	B/Catalonia/S98/2008	na	Barcelona, Facultad De Medicina	Hospital Clinic	GISAID
EPI155885	vic	B/Afghanistan/2914/2007	na		Centers For Disease Control And Prevention	GISAID
EPI157132	vic	B/Nepal/116/2007	na		Centers For Disease Control And Prevention	GISAID
EPI155396	vic	B/Syria/1112/2006	na		Centers For Disease Control And Prevention	GISAID
EPI155729	vic	B/Kazakhstan/1695/2007	na		Centers For Disease Control And Prevention	GISAID
EPI158326	vic	B/Afghanistan/142/2007	na		Centers For Disease Control And Prevention	GISAID
EPI161811	vic	B/Afghanistan/345/2008	na		Centers For Disease Control And Prevention	GISAID
EPI155737	vic	B/Astrakhan/88/2007	na		Centers For Disease Control And Prevention	GISAID
EPI296113	vic	B/Seoul/4887/2007	na		Other Database Import	GISAID
EPI157226	vic	B/Thailand/1406/2007	na		Centers For Disease Control And Prevention	GISAID
EPI155871	vic	B/Singapore/46/2007	na		Centers For Disease Control And Prevention	GISAID
EPI1990216	vic	B/Johannesburg/508/2006	na	National Institute For Communicable Disease	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1990245	vic	B/Perth/38/2006	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1990241	vic	B/Perth/20/2006	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI461270	vic	B/Thailand/CU-364/2008	na		Other Database Import	GISAID
EPI156981	vic	B/Guyane/15/2007	na		Centers For Disease Control And Prevention	GISAID
EPI1990212	vic	B/Brisbane/18/2006	na	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI393859	vic	B/Gyeonggi/83/2006	na		Other Database Import	GISAID
EPI155749	vic	B/Santiago/6495/2007	na		Centers For Disease Control And Prevention	GISAID
EPI134225	vic	B/Massachusetts/2/2007	na		Centers For Disease Control And Prevention	GISAID
EPI134198	vic	B/Michigan/14/2007	na		Centers For Disease Control And Prevention	GISAID
EPI479730	vic	B/Victoria/532/2005	na		Other Database Import	GISAID
EPI159900	vic	B/Taiwan/42/2007	na		Other Database Import	GISAID
EPI480228	vic	B/Brisbane/95/2006	na		Other Database Import	GISAID
EPI155212	vic	B/Mexico/3361/2006	na		Centers For Disease Control And Prevention	GISAID
EPI155893	vic	B/Egypt/3101/2007	na		Centers For Disease Control And Prevention	GISAID
EPI156934	vic	B/Egypt/237/2007	na		Centers For Disease Control And Prevention	GISAID
EPI155889	vic	B/Egypt/4129/2007	na		Centers For Disease Control And Prevention	GISAID
EPI635472	vic	B/Egypt/370/2008	na		Other Database Import	GISAID
EPI376686	vic	B/Catalonia/S448/2007	na	Barcelona, Facultad De Medicina	Hospital Clinic	GISAID
EPI161804	vic	B/Colombia/11729/2008	na		Centers For Disease Control And Prevention	GISAID
EPI123187	vic	B/Texas/41/2006	na		Centers For Disease Control And Prevention	GISAID
EPI163155	vic	B/Singapore/7/2008	na		Centers For Disease Control And Prevention	GISAID
EPI155907	vic	B/Vietnam/178/2007	na		Centers For Disease Control And Prevention	GISAID
EPI156014	vic	B/Iquique/8171/2007	na		Centers For Disease Control And Prevention	GISAID
EPI169266	vic	B/Bangladesh/3266/2008	na		Centers For Disease Control And Prevention	GISAID
EPI168269	vic	B/Bangladesh/1010/2008	na		Centers For Disease Control And Prevention	GISAID
EPI241212	vic	B/Bangladesh/3720/2008	na		Centers For Disease Control And Prevention	GISAID
EPI50876	vic	B/Florida/2/2006	na		Other Database Import	GISAID
EPI517624	vic	B/NewYork/1099/2006	na		Other Database Import	GISAID
EPI155167	vic	B/Guyane/25/2006	na		Centers For Disease Control And Prevention	GISAID
EPI156113	vic	B/HongKong/121/2007	na		Centers For Disease Control And Prevention	GISAID
EPI477725	vic	B/Victoria/500/2006	na		Other Database Import	GISAID
EPI172558	vic	B/Kenya/1413/2008	na		Centers For Disease Control And Prevention	GISAID
EPI155955	vic	B/Johannesburg/150/2007	na	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI155998	vic	B/Johannesburg/18/2007	na		Centers For Disease Control And Prevention	GISAID
EPI155728	vic	B/Odessa/394/2007	na		Centers For Disease Control And Prevention	GISAID
EPI155150	vic	B/Argentina/593/2006	na		Centers For Disease Control And Prevention	GISAID
EPI479754	vic	B/Christchurch/4/2006	na		Other Database Import	GISAID
EPI133787	vic	B/California/20/2007	na		Centers For Disease Control And Prevention	GISAID
EPI157193	vic	B/Singapore/56/2007	na		Centers For Disease Control And Prevention	GISAID
EPI157237	vic	B/Thailand/810/2007	na		Centers For Disease Control And Prevention	GISAID
EPI155131	vic	B/NizhnyNovgorod/25/2006	na		Centers For Disease Control And Prevention	GISAID
EPI155135	vic	B/Bangladesh/2909/2006	na		Centers For Disease Control And Prevention	GISAID
EPI478173	vic	B/Waikato/1/2007	na	Institute Of Environmental Science & Research	Other Database Import	GISAID
EPI156940	vic	B/Egypt/916/2007	na		Centers For Disease Control And Prevention	GISAID
EPI338043	vic	B/SouthCarolina/NHRC0001/2004	na		Other Database Import	GISAID
EPI517579	vic	B/NewYork/1076/2005	na		Other Database Import	GISAID
EPI101641	vic	B/Arizona/59/2005	na		Other Database Import	GISAID
EPI479121	vic	B/Victoria/505/2005	na	Monash Medical Centre	Other Database Import	GISAID
EPI479674	vic	B/Victoria/310/2005	na		Other Database Import	GISAID
EPI479610	vic	B/Victoria/527/2005	na		Other Database Import	GISAID
EPI479073	vic	B/Victoria/107/2005	na		Other Database Import	GISAID
EPI479707	vic	B/Brisbane/99/2005	na		Other Database Import	GISAID
EPI479658	vic	B/Brisbane/97/2005	na		Other Database Import	GISAID
EPI479442	vic	B/Brisbane/26/2005	na		Other Database Import	GISAID
EPI479618	vic	B/Brisbane/90/2005	na		Other Database Import	GISAID
EPI479714	vic	B/Sydney/505/2005	na		Other Database Import	GISAID
EPI156016	vic	B/Santiago/8707/2007	na		Centers For Disease Control And Prevention	GISAID
EPI480074	vic	B/Brisbane/31/2006	na		Other Database Import	GISAID
EPI155973	vic	B/FujianGulou/1532/2007	na		Centers For Disease Control And Prevention	GISAID
EPI1445814	vic	B/Philippines/4605/2007	na	Research Institute Of Tropical Medicine	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI154237	vic	B/Alaska/1/2008	na		Centers For Disease Control And Prevention	GISAID
EPI157003	vic	B/HongKong/1338/2007	na		Centers For Disease Control And Prevention	GISAID
EPI161974	vic	B/HongKong/83/2008	na		Centers For Disease Control And Prevention	GISAID
EPI155947	vic	B/Osaka/16/2007	na		Centers For Disease Control And Prevention	GISAID
EPI484771	vic	B/Brisbane/2/2007	na	Queensland Health Scientific Services	Other Database Import	GISAID
EPI480356	vic	B/Victoria/217/2007	na		Other Database Import	GISAID
EPI480308	vic	B/Sydney/300/2007	na		Other Database Import	GISAID
EPI210131	vic	B/Sabac/190/2009	na	Institute Of Immunology And Virology Torlak	National Institute For Medical Research	GISAID
EPI210648	vic	B/Iwate/17/2009	na		National Institute Of Infectious Diseases (niid)	GISAID
EPI210710	vic	B/Tokushima/1/2009	na		National Institute Of Infectious Diseases (niid)	GISAID
EPI296117	vic	B/Gyeongnam/3775/2008	na		Other Database Import	GISAID
EPI162318	vic	B/Thailand/3622/2008	na		Centers For Disease Control And Prevention	GISAID
EPI479152	vic	B/Christchurch/35/2005	na		Other Database Import	GISAID
EPI158356	vic	B/Bolivia/150/2007	na		Centers For Disease Control And Prevention	GISAID
EPI517585	vic	B/NewYork/1103/2007	na		Other Database Import	GISAID
EPI479450	vic	B/Otago/13/2005	na		Other Database Import	GISAID
EPI160641	vic	B/Minnesota/7/2008	na		Centers For Disease Control And Prevention	GISAID
EPI168274	vic	B/Brazil/2937/2008	na		Centers For Disease Control And Prevention	GISAID
EPI275314	vic	B/Bolivia/71/2010	na	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI312908	vic	B/Peru/8510/2010	na	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI302076	vic	B/Bolivia/1500/2010	na	Cenetrop	Centers For Disease Control And Prevention	GISAID
EPI161845	vic	B/Brazil/1143/2008	na		Centers For Disease Control And Prevention	GISAID
EPI172472	vic	B/Florida/16/2008	na		Centers For Disease Control And Prevention	GISAID
EPI271646	vic	B/DominicanRepublic/4140/2010	na	Laboratorio De Investigacion / Centro De Educacion Medica Y Amistad Dominico Japones (cemadoja)	Centers For Disease Control And Prevention	GISAID
EPI353992	vic	B/Mexico/3750/2011	na	Laboratorio De Virus Respiratorio	Centers For Disease Control And Prevention	GISAID
EPI348448	vic	B/Paraguay/241/2011	na	Central Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI334440	vic	B/Santiago/14210/2011	na	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI482851	vic	B/BurkinaFaso/1078/2013	na	Irss	Centers For Disease Control And Prevention	GISAID
EPI482830	vic	B/BurkinaFaso/1080/2013	na	Irss	Centers For Disease Control And Prevention	GISAID
EPI357747	vic	B/AbongMbang/11V-17461GVFI/2011	na	Centre Pasteur Du Cameroun	National Institute For Medical Research	GISAID
EPI357751	vic	B/Yaounde/11V-18591GVFI/2011	na	Centre Pasteur Du Cameroun	National Institute For Medical Research	GISAID
EPI904482	vic	B/Yaounde/11V-20231/2011	na	Centre Pasteur Du Cameroun	Crick Worldwide Influenza Centre	GISAID
EPI370294	vic	B/Darwin/56/2011	na	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI379405	vic	B/Perth/11/2012	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI331188	vic	B/Texas/9/2011	na	Texas Department Of State Health Services Laboratory Services	Centers For Disease Control And Prevention	GISAID
EPI335749	vic	B/Arizona/2/2011	na	Arizona Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI335746	vic	B/Honduras/8060/2011	na	Laboratorio Nacional De Virologia	Centers For Disease Control And Prevention	GISAID
EPI331147	vic	B/Minnesota/3/2011	na	Minnesota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI468021	vic	B/Dakar/8/2013	na	Institut Pasteur De Dakar	National Institute For Medical Research	GISAID
EPI468031	vic	B/Dakar/18/2013	na	Institut Pasteur De Dakar	National Institute For Medical Research	GISAID
EPI468023	vic	B/Dakar/10/2013	na	Institut Pasteur De Dakar	National Institute For Medical Research	GISAID
EPI168281	vic	B/India/8783/2008	na		Centers For Disease Control And Prevention	GISAID
EPI243635	vic	B/Madagascar/5680/2009	na	Institut Pasteur De Madagascar	National Institute For Medical Research	GISAID
EPI243643	vic	B/Madagascar/7002/2009	na	Institut Pasteur De Madagascar	National Institute For Medical Research	GISAID
EPI243631	vic	B/Madagascar/7279/2009	na	Institut Pasteur De Madagascar	National Institute For Medical Research	GISAID
EPI243639	vic	B/Madagascar/5618/2009	na	Institut Pasteur De Madagascar	National Institute For Medical Research	GISAID
