Accession	Virus	Author	Publication_Title	Journal	Database
MK749879	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK749881	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK749882	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK749885	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK749891	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK749889	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK749892	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK749887	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK749894	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK749896	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK749888	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK749901	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MG839545	RSV-B	Goya,S., Valinotto,L.E., Tittarelli,E., Rojo,G.L., Nabaes Jodar,M.S., Greninger,A.L., Zaiat,J.J., Marti,M.A., Mistchenko,A.S. and Viegas,M.	An optimized methodology for whole genome sequencing of RNA respiratory viruses from nasopharyngeal aspirates	PLoS ONE 13 (6), e0199714 (2018)	ViPR-BRC, Genbank
MK749898	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK749897	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK749899	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
LC474539	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
MK749902	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK749903	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J. and Gordon,A.	Direct Submission	Submitted (03-APR-2019) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
LC385000	RSV-B	Okamoto,M., Sakamoto,M., Dapat,C., Saito,M., Saito-Obata,M., Tamaki,R., Lupisan,S.P. and Oshitani,H.	Complete Genome Sequences of 12 Human Respiratory Syncytial Virus (Human Orthopneumovirus) Strains Detected in Children with Repeated Subgroup B Infections in the Philippines	Microbiol Resour Announc 7 (22), e01017-18 (2018)	ViPR-BRC, Genbank
MG839547	RSV-B	Goya,S., Valinotto,L.E., Tittarelli,E., Rojo,G.L., Nabaes Jodar,M.S., Greninger,A.L., Zaiat,J.J., Marti,M.A., Mistchenko,A.S. and Viegas,M.	An optimized methodology for whole genome sequencing of RNA respiratory viruses from nasopharyngeal aspirates	PLoS ONE 13 (6), e0199714 (2018)	ViPR-BRC, Genbank
LC384999	RSV-B	Okamoto,M., Sakamoto,M., Dapat,C., Saito,M., Saito-Obata,M., Tamaki,R., Lupisan,S.P. and Oshitani,H.	Complete Genome Sequences of 12 Human Respiratory Syncytial Virus (Human Orthopneumovirus) Strains Detected in Children with Repeated Subgroup B Infections in the Philippines	Microbiol Resour Announc 7 (22), e01017-18 (2018)	ViPR-BRC, Genbank
LC384997	RSV-B	Okamoto,M., Sakamoto,M., Dapat,C., Saito,M., Saito-Obata,M., Tamaki,R., Lupisan,S.P. and Oshitani,H.	Complete Genome Sequences of 12 Human Respiratory Syncytial Virus (Human Orthopneumovirus) Strains Detected in Children with Repeated Subgroup B Infections in the Philippines	Microbiol Resour Announc 7 (22), e01017-18 (2018)	ViPR-BRC, Genbank
LC385001	RSV-B	Okamoto,M., Sakamoto,M., Dapat,C., Saito,M., Saito-Obata,M., Tamaki,R., Lupisan,S.P. and Oshitani,H.	Complete Genome Sequences of 12 Human Respiratory Syncytial Virus (Human Orthopneumovirus) Strains Detected in Children with Repeated Subgroup B Infections in the Philippines	Microbiol Resour Announc 7 (22), e01017-18 (2018)	ViPR-BRC, Genbank
LC385002	RSV-B	Okamoto,M., Sakamoto,M., Dapat,C., Saito,M., Saito-Obata,M., Tamaki,R., Lupisan,S.P. and Oshitani,H.	Complete Genome Sequences of 12 Human Respiratory Syncytial Virus (Human Orthopneumovirus) Strains Detected in Children with Repeated Subgroup B Infections in the Philippines	Microbiol Resour Announc 7 (22), e01017-18 (2018)	ViPR-BRC, Genbank
LC384998	RSV-B	Okamoto,M., Sakamoto,M., Dapat,C., Saito,M., Saito-Obata,M., Tamaki,R., Lupisan,S.P. and Oshitani,H.	Complete Genome Sequences of 12 Human Respiratory Syncytial Virus (Human Orthopneumovirus) Strains Detected in Children with Repeated Subgroup B Infections in the Philippines	Microbiol Resour Announc 7 (22), e01017-18 (2018)	ViPR-BRC, Genbank
LC385003	RSV-B	Okamoto,M., Sakamoto,M., Dapat,C., Saito,M., Saito-Obata,M., Tamaki,R., Lupisan,S.P. and Oshitani,H.	Complete Genome Sequences of 12 Human Respiratory Syncytial Virus (Human Orthopneumovirus) Strains Detected in Children with Repeated Subgroup B Infections in the Philippines	Microbiol Resour Announc 7 (22), e01017-18 (2018)	ViPR-BRC, Genbank
LC385008	RSV-B	Okamoto,M., Sakamoto,M., Dapat,C., Saito,M., Saito-Obata,M., Tamaki,R., Lupisan,S.P. and Oshitani,H.	Complete Genome Sequences of 12 Human Respiratory Syncytial Virus (Human Orthopneumovirus) Strains Detected in Children with Repeated Subgroup B Infections in the Philippines	Microbiol Resour Announc 7 (22), e01017-18 (2018)	ViPR-BRC, Genbank
LC385006	RSV-B	Okamoto,M., Sakamoto,M., Dapat,C., Saito,M., Saito-Obata,M., Tamaki,R., Lupisan,S.P. and Oshitani,H.	Complete Genome Sequences of 12 Human Respiratory Syncytial Virus (Human Orthopneumovirus) Strains Detected in Children with Repeated Subgroup B Infections in the Philippines	Microbiol Resour Announc 7 (22), e01017-18 (2018)	ViPR-BRC, Genbank
LC474522	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC385007	RSV-B	Okamoto,M., Sakamoto,M., Dapat,C., Saito,M., Saito-Obata,M., Tamaki,R., Lupisan,S.P. and Oshitani,H.	Complete Genome Sequences of 12 Human Respiratory Syncytial Virus (Human Orthopneumovirus) Strains Detected in Children with Repeated Subgroup B Infections in the Philippines	Microbiol Resour Announc 7 (22), e01017-18 (2018)	ViPR-BRC, Genbank
LC385005	RSV-B	Okamoto,M., Sakamoto,M., Dapat,C., Saito,M., Saito-Obata,M., Tamaki,R., Lupisan,S.P. and Oshitani,H.	Complete Genome Sequences of 12 Human Respiratory Syncytial Virus (Human Orthopneumovirus) Strains Detected in Children with Repeated Subgroup B Infections in the Philippines	Microbiol Resour Announc 7 (22), e01017-18 (2018)	ViPR-BRC, Genbank
LC474524	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474526	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474523	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474528	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474527	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474534	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474529	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474531	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474533	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474530	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474532	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474535	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474537	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474540	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474541	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474538	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474536	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474543	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474544	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474546	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474549	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474550	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474552	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474545	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474553	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474551	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474547	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
MF185753	RSV-B	Levitz,R., Gao,Y., Dozmorov,I., Song,R., Wakeland,E.K. and Kahn,J.S.	Distinct patterns of innate immune activation by clinical isolates of respiratory syncytial virus	PLoS ONE 12 (9), E0184318 (2017)	ViPR-BRC, Genbank
MF185752	RSV-B	Levitz,R., Gao,Y., Dozmorov,I., Song,R., Wakeland,E.K. and Kahn,J.S.	Distinct patterns of innate immune activation by clinical isolates of respiratory syncytial virus	PLoS ONE 12 (9), E0184318 (2017)	ViPR-BRC, Genbank
LC474555	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474560	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
LC474559	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
MK109766	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Isom,R., Hu,L., Christensen,J., Miller,J., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Arumemi,F. and Das,S.	Direct Submission	Submitted (29-OCT-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK109764	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Isom,R., Hu,L., Christensen,J., Miller,J., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Arumemi,F. and Das,S.	Direct Submission	Submitted (29-OCT-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MK109767	RSV-B	Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Isom,R., Hu,L., Christensen,J., Miller,J., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Arumemi,F. and Das,S.	Direct Submission	Submitted (29-OCT-2018) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
