Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI1193187	h1n1pdm	A/Cardiff/4341/2017	pb2	Public Health Wales Microbiology	Public Health Wales Microbiology	GISAID
EPI1345514	h1n1pdm	A/Guangdong/GLW/2018	pb2	State Key Laboratory Of Reipiratory Disease (guangzhou Medical University)	Guangzhou Institute Of Respiratory Diseases (gird)	GISAID
EPI1316334	h1n1pdm	A/SouthAfrica/R10451/2018	pb2	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI1665300	h1n1pdm	A/Fiji/27/2019	pb2	National Centre For Scientific Services For Virology  And Vector Borne Diseases	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1175795	h1n1pdm	A/Maldives/1496/2017	pb2	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1420606	h1n1pdm	A/Nigeria/3579/2018	pb2	National Influenza Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1437888	h1n1pdm	A/Nigeria/3595/2018	pb2	National Influenza Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1420614	h1n1pdm	A/Nigeria/3556/2018	pb2	National Influenza Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1266626	h1n1pdm	A/HongKong/1098/2018	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1385294	h1n1pdm	A/HongKong/3063/2018	pb2	Hong Kong Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1345251	h1n1pdm	A/Maine/38/2018	pb2	Maine Health And Environmental Testing Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1329700	h1n1pdm	A/AbuDhabi/135/2018	pb2	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1373118	h1n1pdm	A/Colombia/2898/2019	pb2	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1665292	h1n1pdm	A/Fiji/24/2019	pb2	National Centre For Scientific Services For Virology  And Vector Borne Diseases	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1505594	h1n1pdm	A/Brunei/5/2019	pb2	R.i.p.a.s. Hospital, Department Of Laboratory Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1665276	h1n1pdm	A/Brunei/27/2019	pb2	R.i.p.a.s. Hospital, Department Of Laboratory Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1485297	h1n1pdm	A/Lao/2014/2018	pb2	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1357343	h1n1pdm	A/Kuwait/6371/2018	pb2	Public Health Laboratory, Virology Unit	Centers For Disease Control And Prevention	GISAID
EPI1588949	h1n1pdm	A/CostaRica/8104/2019	pb2	Laboratorio Nacional De Influenza	Centers For Disease Control And Prevention	GISAID
EPI1588131	h1n1pdm	A/CostaRica/6917/2019	pb2	Laboratorio Nacional De Influenza	Centers For Disease Control And Prevention	GISAID
EPI1805658	h1n1pdm	A/CostaRica/4734/2020	pb2	Laboratorio Nacional De Influenza	Centers For Disease Control And Prevention	GISAID
EPI1644648	h1n1pdm	A/Maryland/42/2019	pb2	Maryland Department Of Health And Mental Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1588901	h1n1pdm	A/CostaRica/7318/2019	pb2	Laboratorio Nacional De Influenza	Centers For Disease Control And Prevention	GISAID
EPI1684612	h1n1pdm	A/Colombia/7389/2019	pb2	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1636736	h1n1pdm	A/Abudhabi/60/2019	pb2	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1609809	h1n1pdm	A/Hawaii/68/2019	pb2	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1448827	h1n1pdm	A/Iowa/33/2019	pb2	Iowa State Hygienic Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1607303	h1n1pdm	A/Cardigan/131/2019	pb2	Public Health Wales Microbiology Cardiff	Public Health Wales Microbiology Cardiff	GISAID
EPI1807515	h1n1pdm	A/Iowa/22/2020	pb2	Iowa State Hygienic Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1840351	h1n1pdm	A/Iowa/23/2020	pb2	Iowa State Hygienic Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1597532	h1n1pdm	A/MogiDasCruzes/1218859-IAL/2019	pb2	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI1717805	h1n1pdm	A/SantaCatarina/1168/2019	pb2	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI1630212	h1n1pdm	A/Karlstad/3/2019	pb2	Klinisk Mikrobiologi, Centralsjukhuset Karlstad	Public Health Agency Of Sweden	GISAID
EPI1181760	h1n1pdm	A/Virginia/5/2018	pb2	Virginia Division Of Consolidated Laboratories	Centers For Disease Control And Prevention	GISAID
EPI1252889	h1n1pdm	A/Osaka-C/10/2018	pb2	Osaka City Institute Of Public Health And Environmental Sciences	National Institute Of Infectious Diseases (niid)	GISAID
EPI1310974	h1n1pdm	A/Phetchaburi/1136/2018	pb2	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1357295	h1n1pdm	A/Bulgaria/1381/2018	pb2	National Influenza Laboratory, Natl. Center Of Inf. & Parasitic Dis	Centers For Disease Control And Prevention	GISAID
EPI1319839	h1n1pdm	A/Cardiff/6094/2018	pb2	Public Health Wales Microbiology	Public Health Wales Microbiology	GISAID
EPI1186227	h1n1pdm	A/Guyane/4/2018	pb2	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI1107391	h1n1pdm	A/HongKong/4791/2017	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1085330	h1n1pdm	A/Wisconsin/325/2017	pb2	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1078457	h1n1pdm	A/California/73/2017	pb2	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1078371	h1n1pdm	A/California/70/2017	pb2	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1047352	h1n1pdm	A/Michigan/272/2017	pb2	Michigan Department Of Community Health	Centers For Disease Control And Prevention	GISAID
EPI1318300	h1n1pdm	A/Pakistan/1127/2018	pb2	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI1141158	h1n1pdm	A/Pakistan/317/2017	pb2	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI1182020	h1n1pdm	A/Ecuador/533/2017	pb2	Inspi	Centers For Disease Control And Prevention	GISAID
EPI1099425	h1n1pdm	A/Oman/5276/2017	pb2	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1280220	h1n1pdm	A/Petropavlovsk-Kamchatski/RII-3465S/2018	pb2		Who National Influenza Centre Russian Federation	GISAID
EPI1280228	h1n1pdm	A/Petropavlovsk-Kamchatski/RII-3466S/2018	pb2		Who National Influenza Centre Russian Federation	GISAID
EPI1313856	h1n1pdm	A/DominicanRepublic/228/2018	pb2	Laboratorio Nacional De Salud Publica Dr. Defillo	Centers For Disease Control And Prevention	GISAID
EPI1312547	h1n1pdm	A/Guatemala/323/2018	pb2	Laboratorio Nacional De Salud Guatemala	Centers For Disease Control And Prevention	GISAID
EPI1314012	h1n1pdm	A/Brazil/4449/2018	pb2	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI1088714	h1n1pdm	A/Oman/4775/2017	pb2	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1112513	h1n1pdm	A/England/69/2017	pb2	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1249407	h1n1pdm	A/Lao/220/2018	pb2	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1180257	h1n1pdm	A/AbuDhabi/197/2017	pb2	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1180161	h1n1pdm	A/AbuDhabi/178/2017	pb2	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1338113	h1n1pdm	A/Belize/731/2018	pb2	Central Medical Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1164513	h1n1pdm	A/Lao/3795/2017	pb2	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1252921	h1n1pdm	A/Hiroshima-C/4/2018	pb2	Hiroshima City Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1252905	h1n1pdm	A/Hiroshima-C/2/2018	pb2	Hiroshima City Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1320475	h1n1pdm	A/Lao/1027/2018	pb2	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1485305	h1n1pdm	A/Lao/1995/2018	pb2	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1488304	h1n1pdm	A/Lao/3752/2018	pb2	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1488336	h1n1pdm	A/Lao/2834/2018	pb2	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1393811	h1n1pdm	A/Lao/F220/2019	pb2	National Center For Laboratory And Epidemiology	National Institute Of Infectious Diseases (niid)	GISAID
EPI1256844	h1n1pdm	A/AbuDhabi/40/2018	pb2	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1318577	h1n1pdm	A/Alabama/33/2018	pb2	Adph Bureau Of Clinical Laboratories	Centers For Disease Control And Prevention	GISAID
EPI1313832	h1n1pdm	A/DominicanRepublic/227/2018	pb2	Laboratorio Nacional De Salud Publica Dr. Defillo	Centers For Disease Control And Prevention	GISAID
EPI1312595	h1n1pdm	A/DominicanRepublic/390/2018	pb2	Laboratorio Nacional De Salud Publica Dr. Defillo	Centers For Disease Control And Prevention	GISAID
EPI1316422	h1n1pdm	A/Suriname/288/2018	pb2	Institute For Biomedical Sciences	Centers For Disease Control And Prevention	GISAID
EPI1280108	h1n1pdm	A/Syktyvkar/RII-4615S/2018	pb2		Who National Influenza Centre Russian Federation	GISAID
EPI1480024	h1n1pdm	A/Congo/57/2019	pb2	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1179897	h1n1pdm	A/AbuDhabi/20/2017	pb2	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1246408	h1n1pdm	A/Kazakhstan/410/2018	pb2	Csee	Centers For Disease Control And Prevention	GISAID
EPI1408335	h1n1pdm	A/Kazakhstan/9/2018	pb2	National Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1497777	h1n1pdm	A/Kazakhstan/18/2019	pb2	National Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1408327	h1n1pdm	A/Kazakhstan/62/2018	pb2	National Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1408300	h1n1pdm	A/Kazakhstan/66/2018	pb2	National Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1357311	h1n1pdm	A/Bulgaria/1463/2018	pb2	National Influenza Laboratory, Natl. Center Of Inf. & Parasitic Dis	Centers For Disease Control And Prevention	GISAID
EPI1383948	h1n1pdm	A/Kanagawa/88/2018	pb2	Kanagawa Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1383972	h1n1pdm	A/Yokohama/162/2018	pb2	Yokohama City Institute Of Public Health.	National Institute Of Infectious Diseases (niid)	GISAID
EPI1383940	h1n1pdm	A/Kanagawa/86/2018	pb2	Kanagawa Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1557921	h1n1pdm	A/Guatemala/87/2019	pb2	Laboratorio Nacional De Salud Guatemala	Centers For Disease Control And Prevention	GISAID
EPI1597540	h1n1pdm	A/Florida/95/2019	pb2	Florida Department Of Health Tampa	Centers For Disease Control And Prevention	GISAID
EPI1628182	h1n1pdm	A/Guatemala/470/2019	pb2	Laboratorio Nacional De Salud Guatemala	Centers For Disease Control And Prevention	GISAID
EPI1684211	h1n1pdm	A/Colombia/7398/2019	pb2	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1692859	h1n1pdm	A/Louisiana/1/2020	pb2	Louisiana Department Of Health And Hospitals	Centers For Disease Control And Prevention	GISAID
EPI1703271	h1n1pdm	A/Dnipropetrovsk/382/2019	pb2	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1267831	h1n1pdm	A/Dundgovi/1639/2018	pb2	National Center For Communicable Diseases	Centers For Disease Control And Prevention	GISAID
EPI1197980	h1n1pdm	A/HongKong/4978/2017	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1271154	h1n1pdm	A/Ulaanbaatar/527/2018	pb2	National Center For Communicable Diseases	Centers For Disease Control And Prevention	GISAID
EPI1210957	h1n1pdm	A/Cambodia/1095/2017	pb2	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1246186	h1n1pdm	A/Minnesota/34/2018	pb2	Minnesota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1146901	h1n1pdm	A/Georgia/32/2017	pb2	Georgia Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1202036	h1n1pdm	A/NewJersey/13/2018	pb2	New Jersey Department Of Health & Senior Services	Centers For Disease Control And Prevention	GISAID
EPI1130344	h1n1pdm	A/Louisiana/62/2017	pb2	Louisiana Department Of Health And Hospitals	Centers For Disease Control And Prevention	GISAID
EPI1316248	h1n1pdm	A/SouthAfrica/R09409/2018	pb2	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI1316272	h1n1pdm	A/SouthAfrica/R09313/2018	pb2	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI1266530	h1n1pdm	A/HongKong/1128/2018	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1210965	h1n1pdm	A/Cambodia/1161/2017	pb2	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1282463	h1n1pdm	A/Bolivia/2029/2018	pb2	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1282206	h1n1pdm	A/Bolivia/2139/2018	pb2	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1282273	h1n1pdm	A/Bolivia/1696/2018	pb2	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1282214	h1n1pdm	A/Bolivia/2522/2018	pb2	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1448756	h1n1pdm	A/Bolivia/4088/2018	pb2	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1145426	h1n1pdm	A/Singapore/GP2298/2017	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1107415	h1n1pdm	A/HongKong/4820/2017	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1181958	h1n1pdm	A/Ecuador/271/2018	pb2	Inspi	Centers For Disease Control And Prevention	GISAID
EPI1099360	h1n1pdm	A/Delaware/36/2017	pb2	Delaware Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1266967	h1n1pdm	A/Peru/7118/2018	pb2	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI1181346	h1n1pdm	A/Ecuador/32/2018	pb2	Inspi	Centers For Disease Control And Prevention	GISAID
EPI1546269	h1n1pdm	A/Paraguay/1029/2019	pb2	Central Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1312388	h1n1pdm	A/Argentina/13782/2018	pb2	Cemic University Hospital	Centers For Disease Control And Prevention	GISAID
EPI1277851	h1n1pdm	A/Venezuela/4/2018	pb2	"Instituto Nacional De Higiene ""rafael Rangel"""	Centers For Disease Control And Prevention	GISAID
EPI1245788	h1n1pdm	A/Colombia/7886/2018	pb2	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1392784	h1n1pdm	A/PuertoMontt/87367/2018	pb2	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile	GISAID
EPI1385445	h1n1pdm	A/Colombia/2259/2018	pb2	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1408156	h1n1pdm	A/Ecuador/815/2018	pb2	Inspi	Centers For Disease Control And Prevention	GISAID
EPI1282592	h1n1pdm	A/Argentina/224/2018	pb2	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI1316438	h1n1pdm	A/Bolivia/1912/2018	pb2	Cenetrop	Centers For Disease Control And Prevention	GISAID
EPI1392722	h1n1pdm	A/PuntaArenas/79256/2018	pb2	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile	GISAID
EPI1060160	h1n1pdm	A/NewMexico/19/2017	pb2	New Mexico Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1244960	h1n1pdm	A/Kanagawa/231/2017	pb2	Kanagawa Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1164545	h1n1pdm	A/Tanzania/1177/2018	pb2	National Influenza Lab	Centers For Disease Control And Prevention	GISAID
EPI1164537	h1n1pdm	A/Tanzania/1175/2018	pb2	National Influenza Lab	Centers For Disease Control And Prevention	GISAID
EPI1202144	h1n1pdm	A/HongKong/4987/2017	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1206971	h1n1pdm	A/Idaho/7/2018	pb2	State Of Idaho Bureau Of Laboratories	Centers For Disease Control And Prevention	GISAID
EPI1310750	h1n1pdm	A/Louisiana/19/2018	pb2	Louisiana Department Of Health And Hospitals	Centers For Disease Control And Prevention	GISAID
EPI1312674	h1n1pdm	A/Argentina/13764/2018	pb2	Cemic University Hospital	Centers For Disease Control And Prevention	GISAID
EPI1312403	h1n1pdm	A/Guatemala/382/2018	pb2	Laboratorio Nacional De Salud Guatemala	Centers For Disease Control And Prevention	GISAID
EPI1314303	h1n1pdm	A/Michigan/392/2018	pb2	Michigan Department Of Community Health	Centers For Disease Control And Prevention	GISAID
EPI1267194	h1n1pdm	A/Uganda/6100/2018	pb2	Uganda Virus Research Institute (uvri), National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI1267162	h1n1pdm	A/Uganda/6675/2018	pb2	Uganda Virus Research Institute (uvri), National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI1382615	h1n1pdm	A/HongKong/99/2019	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
