Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI990901	h3n2	A/Osaka/109/2017	na	Osaka Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1055131	h3n2	A/Mie/15/2017	na	Mie Prefecture Health And Environment Research Institute	National Institute Of Infectious Diseases (niid)	GISAID
EPI858871	h3n2	A/Saitama/98/2016	na	Saitama Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1148038	h3n2	A/Busan/750/2017	na	National Institute Of Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI814340	h3n2	A/Oman/4554/2016	na	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI780711	h3n2	A/Singapore/INFTT-16-0138/2016	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI773604	h3n2	A/Dnipro/583/2016	na	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Crick Worldwide Influenza Centre	GISAID
EPI775599	h3n2	A/Dnipro/769/2016	na	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1130178	h3n2	A/Indonesia/Nihrd-Mks410/2017	na	Ministry Of Health, Nihrd	Centers For Disease Control And Prevention	GISAID
EPI976435	h3n2	A/Vietnam/6018/2016	na	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI702063	h3n2	A/Ontario/RV2414/2015	na	National Microbiology Laboratory, Health Canada	Centers For Disease Control And Prevention	GISAID
EPI858988	h3n2	A/Jordan/20455/2016	na	Laboratory Directorate	Crick Worldwide Influenza Centre	GISAID
EPI1381185	h3n2	A/Singapore/Infimh-16-0019/2016	na	Ministry Of Health, Singapore	Who Chinese National Influenza Center	GISAID
EPI1048257	h3n2	A/NewZealand/705/2017	na	Institute Of Environmental Science & Research	Centers For Disease Control And Prevention	GISAID
EPI1038699	h3n2	A/Bermuda/362/2017	na	Caribbean Epidemiology Center	Centers For Disease Control And Prevention	GISAID
EPI1130170	h3n2	A/Indonesia/Nihrd-Pal350/2017	na	Ministry Of Health, Nihrd	Centers For Disease Control And Prevention	GISAID
EPI1148029	h3n2	A/Kanagawa/ZC1710/2017	na	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI1022372	h3n2	A/Brisbane/32/2017	na	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI976210	h3n2	A/Colombia/1408/2016	na	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1035278	h3n2	A/Ecuador/6754/2017	na	Inspi	Centers For Disease Control And Prevention	GISAID
EPI1161678	h3n2	A/Colombia/6740/2017	na	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1058316	h3n2	A/Colombia/5238/2017	na	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI867151	h3n2	A/SaudiArabia/190511/2016	na	Ministry Of Health Riyadh	Crick Worldwide Influenza Centre	GISAID
EPI1857523	h3n2	A/Ningbo/7/2021	na	Ningbo International Travel Healthcare Center	Ningbo International Travel Healthcare Center	GISAID
EPI925038	h3n2	A/Ayutthaya/351/2016	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI858881	h3n2	A/Gifu/28/2016	na	Gifu Prefectural Institute Of Health And Environmental Sciences	National Institute Of Infectious Diseases (niid)	GISAID
EPI865317	h3n2	A/Bangladesh/429/2016	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI919308	h3n2	A/SriLanka/31/2016	na	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1043219	h3n2	A/Austria/962252/2017	na	Department Of Virology, Medical University Vienna	Medical University Vienna	GISAID
EPI919311	h3n2	A/SriLanka/45/2016	na	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI892818	h3n2	A/Victoria/133/2016	na	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI975902	h3n2	A/California/121/2016	na	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI896144	h3n2	A/Kyiv/848/2016	na	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI910680	h3n2	A/Khmelnitsky/1964/2016	na	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1040261	h3n2	A/Paris/1232/2017	na	Institut Pasteur	Institut Pasteur	GISAID
EPI976326	h3n2	A/Dnipro/736/2016	na	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1239833	h3n2	A/HongKong/4983/2017	na	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1062417	h3n2	A/Beijing-Huairou/11323/2017	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1086413	h3n2	A/Kawasaki/122/2017	na	Kawasaki City Institute Of Public Health 	National Institute Of Infectious Diseases (niid)	GISAID
EPI1314759	h3n2	A/Kanagawa/IC1725/2018	na	National Institute Of Infectious Diseases (niid)	Centers For Disease Control And Prevention	GISAID
EPI1425034	h3n2	A/Myanmar/16M065/2016	na	Niigata University (idrc)	Niigata University (dph)	GISAID
EPI912919	h3n2	A/Taiwan/794/2016	na	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1016905	h3n2	A/Parana/157/2017	na	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI979653	h3n2	A/Sapporo/98/2016	na	Sapporo City Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI836514	h3n2	A/HongKong/2391/2016	na	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI861478	h3n2	A/Guyane/2778/2016	na		Institut Pasteur	GISAID
EPI1035198	h3n2	A/Delaware/32/2016	na	Delaware Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1090849	h3n2	A/Washington/106/2016	na	Washington State Public Health Laboratory	Other Database Import	GISAID
EPI832268	h3n2	A/Bangladesh/1012/2016	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI854227	h3n2	A/Yokohama/124/2016	na	Yokohama City Institute Of Public Health.	National Institute Of Infectious Diseases (niid)	GISAID
EPI976203	h3n2	A/Bangladesh/3001/2016	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI972321	h3n2	A/Mie/1/2017	na	Mie Prefecture Health And Environment Research Institute	National Institute Of Infectious Diseases (niid)	GISAID
EPI924990	h3n2	A/Guyane/6/2017	na	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI957257	h3n2	A/Singapore/KK0004/2017	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1036148	h3n2	A/Poland/37B/2017	na	National Institute Of Public Health   National Institute Of Hygiene	Crick Worldwide Influenza Centre	GISAID
EPI1049366	h3n2	A/Santiago/56133/2017	na	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI1197164	h3n2	A/Indiana/8/2018	na	Indiana State Department Of Health Laboratories	Centers For Disease Control And Prevention	GISAID
EPI1504534	h3n2	A/Kansas/14/2017	na	Kansas Department Of Health And Environment	Who Chinese National Influenza Center	GISAID
EPI1324992	h3n2	A/Bolivia/3899/2018	na	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1643037	h3n2	A/Peru/6019/2019	na	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention	GISAID
EPI1884993	h3n2	A/Brisbane/501/2021	na	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1587696	h3n2	A/Curico/48870/2019	na	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1439862	h3n2	A/Pennsylvania/866/2019	na	Pennsylvania Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1649103	h3n2	A/Argentina/2852/2019	na	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI1586023	h3n2	A/Argentina/1333/2019	na	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI1632003	h3n2	A/Argentina/1532/2019	na	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI1796131	h3n2	A/Macedonia/396/2020	na	Institute Of Public Health (macedonia)	Centers For Disease Control And Prevention	GISAID
EPI1685719	h3n2	A/Bulgaria/64/2020	na	National Influenza Laboratory, Natl. Center Of Inf. & Parasitic Dis	Centers For Disease Control And Prevention	GISAID
EPI1796758	h3n2	A/England/192180591/2019	na	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1749643	h3n2	A/Aichi/98/2020	na	Aichi Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1591228	h3n2	A/Halmstad/5/2019	na	Klinisk Mikrobiologi, Hallands Sjukhus Halmstad	Public Health Agency Of Sweden	GISAID
EPI1643124	h3n2	A/Peru/6619/2019	na	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention	GISAID
EPI1733839	h3n2	A/Darwin/106/2020	na	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1689447	h3n2	A/Cyprus/42/2020	na	Nicosia General Hospital	Crick Worldwide Influenza Centre	GISAID
EPI814008	h3n2	A/HongKong/1706/2016	na	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1094342	h3n2	A/Oregon/19/2016	na	Oregon Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI896888	h3n2	A/Albania/7142/2016	na	Institute Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI881995	h3n2	A/Catalonia/NSVH100540122/2017	na	Hospital Universitari Vall D'hebron	Hospital Universitari Vall D'hebron	GISAID
EPI1385878	h3n2	A/Congo/735/2018	na	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1022198	h3n2	A/Newcastle/20/2017	na	John Hunter Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1248850	h3n2	A/Congo/7/2018	na	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1205313	h3n2	A/Congo/553/2017	na	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1270337	h3n2	A/Brisbane/73/2018	na	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1093742	h3n2	A/Florida/71/2017	na	Florida Department Of Health Jacksonville	Centers For Disease Control And Prevention	GISAID
EPI1016945	h3n2	A/Kyiv/26/2017	na	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1174590	h3n2	A/Peru/3817/2017	na	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI1282869	h3n2	A/Moscow/149/2018	na	Ivanovsky Research Institute Of Virology Rams	Centers For Disease Control And Prevention	GISAID
EPI1255133	h3n2	A/Finland/921/2018	na	National Institute For Health And Welfare	National Institute For Health And Welfare	GISAID
EPI1314735	h3n2	A/HongKong/675/2018	na	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1326014	h3n2	A/Switzerland/8060/2017	na	Hopital Cantonal Universitaire De Geneves	Centers For Disease Control And Prevention	GISAID
EPI1281498	h3n2	A/Brisbane/117/2018	na	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1112243	h3n2	A/England/72480621/2017	na	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1225127	h3n2	A/MinasGerais/39/2018	na	Funed Mg	Centers For Disease Control And Prevention	GISAID
EPI1210162	h3n2	A/Brazil/8164/2017	na	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI1087623	h3n2	A/Bretagne/1413/2017	na	Institut Pasteur	Institut Pasteur	GISAID
EPI1275636	h3n2	A/Swansea/699/2018	na	Public Health Wales Microbiology	Public Health Wales Microbiology	GISAID
EPI1313032	h3n2	A/VinaDelMar/60406/2018	na	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI1278924	h3n2	A/Nagano/2283/2018	na	Nagano Environmental Conservation Research Institute	National Institute Of Infectious Diseases (niid)	GISAID
EPI1273915	h3n2	A/Guyane/499/2018	na	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI1099627	h3n2	A/NewZealand/2269/2017	na	Institute Of Environmental Science & Research	Centers For Disease Control And Prevention	GISAID
EPI1179358	h3n2	A/Sydney/224/2017	na	Clinical Virology Unit, Cdim	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1811767	h3n2	A/Ecuador/1494/2019	na	Inspi	Centers For Disease Control And Prevention	GISAID
EPI1479643	h3n2	A/Bolivia/237/2019	na	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1631940	h3n2	A/SaoPaulo/1265906-IAL/2019	na	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI1439565	h3n2	A/Ecuador/2071/2019	na	Inspi	Centers For Disease Control And Prevention	GISAID
EPI1486140	h3n2	A/Colombia/4140/2019	na	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1436973	h3n2	A/Greece/7/2018	na	Hellenic Pasteur Institute	Crick Worldwide Influenza Centre	GISAID
EPI1385818	h3n2	A/Concepcion/106858/2018	na	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1439597	h3n2	A/Ecuador/1246/2018	na	Inspi	Centers For Disease Control And Prevention	GISAID
EPI1548130	h3n2	A/Nebraska/11/2019	na	Nebraska Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1486164	h3n2	A/Colombia/2312/2019	na	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1244354	h3n2	A/Perth/345/2017	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1256659	h3n2	A/Arizona/37/2018	na	Arizona Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1205543	h3n2	A/NewMexico/14/2018	na	New Mexico Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1204021	h3n2	A/England/80560659/2018	na	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1179487	h3n2	A/Brisbane/1/2018	na	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1199381	h3n2	A/England/80440407/2018	na	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1278958	h3n2	A/Kanagawa/ZC1735/2018	na	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI1265740	h3n2	A/Kanagawa/81/2018	na	Kanagawa Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1314802	h3n2	A/Taiwan/79440/2018	na	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1260408	h3n2	A/Sakai/23/2018	na	Sakai City Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1506624	h3n2	A/Zambia/1-390/2018	na	University Teaching Hospital	Crick Worldwide Influenza Centre	GISAID
EPI1506618	h3n2	A/Zambia/1-344/2018	na	University Teaching Hospital	Crick Worldwide Influenza Centre	GISAID
EPI1358936	h3n2	A/Sydney/1038/2018	na	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1335530	h3n2	A/Yokohama/111/2018	na	Yokohama City Institute Of Public Health.	National Institute Of Infectious Diseases (niid)	GISAID
EPI1312186	h3n2	A/Miyazaki/72/2018	na	Miyazaki Prefectural Institute For Public Health And Environment	National Institute Of Infectious Diseases (niid)	GISAID
EPI1311645	h3n2	A/Bahrain/449/2018	na	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1408818	h3n2	A/Peru/769818/2018	na	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI1357008	h3n2	A/Bulgaria/1347/2018	na	National Influenza Laboratory, Natl. Center Of Inf. & Parasitic Dis	Centers For Disease Control And Prevention	GISAID
EPI1266188	h3n2	A/Philippines/464/2018	na	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1224358	h3n2	A/Kanagawa/ZC1729/2018	na	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI1482894	h3n2	A/Taiwan/81101/2018	na	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1542318	h3n2	A/Kanagawa/ZC1839/2019	na	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI1279092	h3n2	A/AltoHospicio/37840/2018	na	Instituto De Salud Publica De Chile 	Instituto De Salud Publica De Chile	GISAID
EPI1163536	h3n2	A/Wisconsin/4/2018	na	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1242792	h3n2	A/Brisbane/23/2018	na	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1320825	h3n2	A/SuratThani/83/2018	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1265724	h3n2	A/Iwate/30/2018	na	Research Institute For Environmental Sciences And Public Health Of Iwate Prefecture	National Institute Of Infectious Diseases (niid)	GISAID
EPI1243196	h3n2	A/HongKong/656/2018	na	Government Virus Unit	Crick Worldwide Influenza Centre	GISAID
EPI1482910	h3n2	A/Taiwan/81136/2018	na	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1317893	h3n2	A/Loei/1152/2018	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI871487	h3n2	A/NewZealand/1184/2016	na	Institute Of Environmental Science & Research	Centers For Disease Control And Prevention	GISAID
EPI1021997	h3n2	A/SriLanka/4/2017	na	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1023827	h3n2	A/Singapore/TT0555/2017	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1056959	h3n2	A/Bangladesh/2006/2017	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1026725	h3n2	A/Bangladesh/1010/2017	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1314751	h3n2	A/Shimane/112/2017	na	Shimane Prefectural Institute Of Public Health And Environmental Science	Centers For Disease Control And Prevention	GISAID
EPI1126241	h3n2	A/Yokohama/145/2017	na	Yokohama City Institute Of Public Health.	National Institute Of Infectious Diseases (niid)	GISAID
EPI1313024	h3n2	A/Bangladesh/1371/2018	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1329208	h3n2	A/Bangladesh/723/2018	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1107290	h3n2	A/HongKong/4829/2017	na	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1123393	h3n2	A/Missouri/37/2017	na	Missouri Department. Of Health & Senior Services	Centers For Disease Control And Prevention	GISAID
EPI1179454	h3n2	A/SriLanka/93/2017	na	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1215420	h3n2	A/Nagano/2731/2017	na	Nagano Environmental Conservation Research Institute	National Institute Of Infectious Diseases (niid)	GISAID
EPI1163285	h3n2	A/India/9930/2017	na	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1193287	h3n2	A/Swansea/4343/2017	na	Public Health Wales Microbiology	Public Health Wales Microbiology	GISAID
EPI1142345	h3n2	A/Pakistan/178/2017	na	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI1174670	h3n2	A/Maldives/1068/2017	na	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1088163	h3n2	A/Oman/5186/2017	na	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1275685	h3n2	A/SouthAustralia/19/2018	na	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1282674	h3n2	A/Philippines/189/2018	na	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1266244	h3n2	A/Philippines/334/2018	na	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1372198	h3n2	A/HongKong/2060/2018	na	Hong Kong Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1315889	h3n2	A/HongKong/1708/2018	na	Hong Kong Department Of Health	Hong Kong Department Of Health	GISAID
EPI1311717	h3n2	A/Hawaii/50/2018	na	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1251864	h3n2	A/Sydney/22/2018	na	Clinical Virology Unit, Cdim	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1282639	h3n2	A/Madagascar/1123/2018	na	Institut Pasteur De Madagascar	Centers For Disease Control And Prevention	GISAID
EPI1023783	h3n2	A/Singapore/TT0439/2017	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1356503	h3n2	A/Kenya/167/2018	na	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI1055909	h3n2	A/SouthAfrica/R06408/2017	na	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI1271282	h3n2	A/Mozambique/418/2018	na	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1021211	h3n2	A/HongKong/2286/2017	na	Government Virus Unit	Crick Worldwide Influenza Centre	GISAID
EPI1197228	h3n2	A/Afghanistan/833/2017	na	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1197028	h3n2	A/Afghanistan/616/2017	na	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1086511	h3n2	A/Stockholm/39/2017	na		Public Health Agency Of Sweden	GISAID
EPI1057167	h3n2	A/Bangladesh/1234/2017	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1056020	h3n2	A/Bangladesh/2171/2017	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1088179	h3n2	A/Oman/5101/2017	na	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1086168	h3n2	A/Bangladesh/2/2017	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1277371	h3n2	A/India/4667/2018	na	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1274115	h3n2	A/India/4658/2018	na	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1313151	h3n2	A/Vladimir/191/2018	na	Ivanovsky Research Institute Of Virology Rams	Centers For Disease Control And Prevention	GISAID
EPI1385779	h3n2	A/Vietnam/GHS180004/2018	na	Pasteur Institute, Influenza Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1037949	h3n2	A/Mie/18/2017	na	Mie Prefecture Health And Environment Research Institute	National Institute Of Infectious Diseases (niid)	GISAID
EPI1060568	h3n2	A/Victoria/653/2017	na	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1023807	h3n2	A/Singapore/MOH0138/2017	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1260047	h3n2	A/Dnipro/408/2018	na	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Crick Worldwide Influenza Centre	GISAID
EPI1129937	h3n2	A/Yokohama/147/2017	na	Yokohama City Institute Of Public Health.	National Institute Of Infectious Diseases (niid)	GISAID
EPI1224772	h3n2	A/Cambodia/1054/2017	na	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1125246	h3n2	A/Hubei-Maojian/11402/2017	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1248414	h3n2	A/Victoria/236/2017	na	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1086417	h3n2	A/Tokyo/17248/2017	na	Tokyo Metropolitan Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1085811	h3n2	A/Wisconsin/327/2017	na	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1130074	h3n2	A/Lao/3290/2017	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1248770	h3n2	A/Oman/943/2018	na	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1174622	h3n2	A/Maldives/1471/2017	na	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1354467	h3n2	A/LaReunion/1967/2018	na	Cnr Influenza France Sud	Crick Worldwide Influenza Centre	GISAID
EPI1348751	h3n2	A/Lebanon/659/2018	na	Rafic Hariri University Hospital 4th Floor Dna/research Lab	Centers For Disease Control And Prevention	GISAID
EPI1436015	h3n2	A/Victoria/2095/2019	na	Alfred Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1281528	h3n2	A/NewCaledonia/8/2018	na	Institut Pasteur New Caledonia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1139042	h3n2	A/England/74400479/2017	na	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1048752	h3n2	A/HongKong/3629/2017	na	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1049830	h3n2	A/Florida/52/2017	na	Florida Department Of Health Jacksonville	Centers For Disease Control And Prevention	GISAID
EPI1314766	h3n2	A/Taiwan/80624/2018	na	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1340902	h3n2	A/Beijing-Huairou/1557/2018	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1381808	h3n2	A/HongKong/121/2019	na	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1691929	h3n2	A/HongKong/45/2019	na	Hong Kong Department Of Health	Who Chinese National Influenza Center	GISAID
EPI1363049	h3n2	A/DistrictOfColumbia/3/2019	na	Dc Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1573853	h3n2	A/Mahasarakham/51/2019	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1573620	h3n2	A/Mahasarakham/116/2019	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1692265	h3n2	A/Jiangxi-Yuehu/1767/2019	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
