Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI1683448	h3n2	A/Wisconsin/3/2020	pb1	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1683372	h3n2	A/Yasothon/384/2019	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1607115	h3n2	A/SouthAustralia/34/2019	pb1	Institute Of Medical And Veterinary Science (imvs)	Centers For Disease Control And Prevention	GISAID
EPI1546947	h3n2	A/Hawaii/42/2019	pb1	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1798775	h3n2	A/RiodeJaneiro/416/2020	pb1	Laboratório Central De Saúde Pública (lacen Rj)	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI1356905	h3n2	A/Kuwait/6435/2018	pb1	Public Health Laboratory, Virology Unit	Centers For Disease Control And Prevention	GISAID
EPI1547078	h3n2	A/Madagascar/657/2019	pb1	Institut Pasteur De Madagascar	Centers For Disease Control And Prevention	GISAID
EPI1320856	h3n2	A/Maldives/486/2018	pb1	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1317868	h3n2	A/Maldives/925/2018	pb1	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1438232	h3n2	A/Pakistan/1213/2019	pb1	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI1350276	h3n2	A/AbuDhabi/99/2018	pb1	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1802144	h3n2	A/Qatar/16-VI-19-0049409/2019	pb1	Supreme Health Council	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1636388	h3n2	A/Abudhabi/59/2019	pb1	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1632121	h3n2	A/Michigan/437/2019	pb1	Michigan Department Of Community Health	Centers For Disease Control And Prevention	GISAID
EPI1636492	h3n2	A/Abudhabi/62/2019	pb1	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1811790	h3n2	A/Bhutan/683/2020	pb1	Royal Centre For Disease Control	Centers For Disease Control And Prevention	GISAID
EPI1811743	h3n2	A/Bhutan/1129/2020	pb1	Royal Centre For Disease Control	Centers For Disease Control And Prevention	GISAID
EPI1847822	h3n2	A/Kitakyushu/1/2020	pb1	Kitakyusyu City Institute Of Enviromental Sciences	Centers For Disease Control And Prevention	GISAID
EPI1636508	h3n2	A/Bhutan/162/2019	pb1	Royal Centre For Disease Control	Centers For Disease Control And Prevention	GISAID
EPI1721450	h3n2	A/SriLanka/38/2020	pb1	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1721434	h3n2	A/SriLanka/55/2019	pb1	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1606121	h3n2	A/Michigan/438/2019	pb1	Michigan Department Of Community Health	Centers For Disease Control And Prevention	GISAID
EPI1882462	h3n2	A/Miyagi/2/2021	pb1	Miyagi Prefectural Institute Of Public Health And Environment	National Institute Of Infectious Diseases (niid)	GISAID
EPI2005175	h3n2	A/TimorLeste/8/2022	pb1	Laboratório Nacional Da Saúde	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1851801	h3n2	A/Darwin/3/2021	pb1	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1799830	h3n2	A/Tasmania/503/2020	pb1	Hobart Pathology	Centers For Disease Control And Prevention	GISAID
EPI1921766	h3n2	A/Thailand/3/2021	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1852840	h3n2	A/California/55/2020	pb1	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1921726	h3n2	A/Lao/1421/2021	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1840026	h3n2	A/Lao/1741/2020	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1840042	h3n2	A/Lao/1745/2020	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1916852	h3n2	A/India/PUN-NIV290244/2021	pb1	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1847790	h3n2	A/Wisconsin/2/2021	pb1	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1852275	h3n2	A/AbuDhabi/2375/2021	pb1	Sheikh Khalifa Medical City (skmc)	Centers For Disease Control And Prevention	GISAID
EPI1885377	h3n2	A/AbuDhabi/2210332924/2021	pb1	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1885385	h3n2	A/AbuDhabi/2210622842/2021	pb1	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1843871	h3n2	A/India/PUN-NIV239602/2020	pb1	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1858660	h3n2	A/Pennsylvania/1/2021	pb1	Pennsylvania Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1916830	h3n2	A/India/PUN-NIV323256/2021	pb1	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1885393	h3n2	A/AbuDhabi/2211541032/2021	pb1	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1887879	h3n2	A/Minnesota/2/2021	pb1	Minnesota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1916908	h3n2	A/India/PUN-NIV312063/2021	pb1	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1883804	h3n2	A/Singapore/INFKK0001/2021	pb1	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1916846	h3n2	A/India/PUN-NIV299083/2021	pb1	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1885400	h3n2	A/Darwin/6/2021	pb1	Influenza Surveillance Centre For Disease Control	Centers For Disease Control And Prevention	GISAID
EPI1925440	h3n2	A/Komi/31-3V/2021	pb1	"Fbuz ""center Of Hygiene And Epidemiology"""	State Research Center Of Virology And Biotechnology (vector)	GISAID
EPI1885369	h3n2	A/Michigan/1/2021	pb1	Michigan Department Of Community Health	Centers For Disease Control And Prevention	GISAID
EPI2022244	h3n2	A/CastillaLaMancha/1383/2022	pb1	Instituto De Salud Carlos Iii	Instituto De Salud Carlos Iii	GISAID
EPI2015975	h3n2	A/Tennessee/5/2022	pb1	Tennessee Department Of Health Laboratory Nashville	Centers For Disease Control And Prevention	GISAID
EPI2015309	h3n2	A/Minnesota/15/2022	pb1	Minnesota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1806211	h3n2	A/Bangladesh/10006/2020	pb1	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention	GISAID
EPI1840678	h3n2	A/Bangladesh/10009/2020	pb1	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention	GISAID
EPI1846720	h3n2	A/Bangladesh/911009/2020	pb1	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention	GISAID
EPI1963828	h3n2	A/England/203680658/2020	pb1	Uk Health Security Agency   Colindale	Uk Health Security Agency   Colindale	GISAID
EPI1847679	h3n2	A/Stockholm/2/2021	pb1	Klinisk Mikrobiologi, Karolinska Universitetslaboratoriet, Karolinska Universitetssjukhuset Solna	Public Health Agency Of Sweden	GISAID
EPI1843857	h3n2	A/Michigan/173/2020	pb1	Michigan Department Of Community Health	Centers For Disease Control And Prevention	GISAID
EPI1869540	h3n2	A/Delaware/1/2021	pb1	Delaware Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1858921	h3n2	A/Stockholm/4/2021	pb1	Klinisk Mikrobiologi, Karolinska Universitetslaboratoriet, Karolinska Universitetssjukhuset Solna	Public Health Agency Of Sweden	GISAID
EPI1858889	h3n2	A/Stockholm/3/2021	pb1	Klinisk Mikrobiologi, Karolinska Universitetslaboratoriet, Karolinska Universitetssjukhuset Solna	Public Health Agency Of Sweden	GISAID
EPI1965171	h3n2	A/Myanmar/I046/2021	pb1	National Health Laboratory	National Institute Of Infectious Diseases (niid)	GISAID
EPI1993273	h3n2	A/RhodeIsland/9/2022	pb1	Rhode Island Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1993693	h3n2	A/Niger/10209/2021	pb1	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI1993732	h3n2	A/Niger/10289/2022	pb1	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI1969682	h3n2	A/Bangladesh/4037/2021	pb1	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention	GISAID
EPI1927541	h3n2	A/Darwin/42/2021	pb1	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1918343	h3n2	A/Alaska/1/2021	pb1	Alaska State Virology Lab	Centers For Disease Control And Prevention	GISAID
EPI2005051	h3n2	A/Bhutan/853/2021	pb1	Royal Centre For Disease Control	Centers For Disease Control And Prevention	GISAID
EPI2011692	h3n2	A/Fiji/57/2022	pb1	National Centre For Scientific Services For Virology  And Vector Borne Diseases	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1973078	h3n2	A/Santiago/188970/2021	pb1	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1999155	h3n2	A/Papeete/51874/2021	pb1	Institut Pasteur	Institut Pasteur	GISAID
EPI1924437	h3n2	A/Darwin/20/2021	pb1	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1248769	h3n2	A/Oman/943/2018	pb1	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1174621	h3n2	A/Maldives/1471/2017	pb1	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1311700	h3n2	A/Beijing-Huairou/1557/2018	pb1	Who Chinese National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI1310271	h3n2	A/Chanthaburi/1363/2018	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1049829	h3n2	A/Florida/52/2017	pb1	Florida Department Of Health Jacksonville	Centers For Disease Control And Prevention	GISAID
EPI1227999	h3n2	A/NorthCarolina/36/2018	pb1	North Carolina State Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1232399	h3n2	A/Dijon/1722/2018	pb1		Institut Pasteur	GISAID
EPI1048750	h3n2	A/HongKong/3629/2017	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1408999	h3n2	A/HongKong/45/2019	pb1	Hong Kong Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1381807	h3n2	A/HongKong/121/2019	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1362156	h3n2	A/DistrictOfColumbia/3/2019	pb1	Dc Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1591572	h3n2	A/Lao/1214/2019	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1607772	h3n2	A/Mahasarakham/116/2019	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1573852	h3n2	A/Mahasarakham/51/2019	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1668998	h3n2	A/Lao/2453/2019	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1591921	h3n2	A/Lao/1789/2019	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1683364	h3n2	A/Nakhonsithammarat/428/2019	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1838119	h3n2	A/Lao/735/2020	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1837999	h3n2	A/Lao/233/2020	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1805886	h3n2	A/Gunma/51/2020	pb1	Gunma Prefectural Institute Of Public Health And Environmental Sciences	National Institute Of Infectious Diseases (niid)	GISAID
EPI1706841	h3n2	A/SouthKorea/10857/2019	pb1	U.s. Air Force School Of Aerospace Medicine 	U.s. Air Force School Of Aerospace Medicine	GISAID
EPI1592033	h3n2	A/HongKong/2671/2019	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1841184	h3n2	A/Yunnan-Wenshan/1594/2020	pb1	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1618736	h3n2	A/Bangladesh/460/2019	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1649326	h3n2	A/Philippines/1551/2019	pb1	Research Institute For Tropical Medicine, Virology Department	Centers For Disease Control And Prevention	GISAID
EPI1719375	h3n2	A/Kuwait/5141/2019	pb1	Public Health Laboratory, Virology Unit	Centers For Disease Control And Prevention	GISAID
EPI1627626	h3n2	A/Bangladesh/1054/2019	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1720599	h3n2	A/StPetersburg/RII-2865S/2020	pb1	Research Institute Of Influenza, Ministry Of Healthcare Of The Russian Federation	Who National Influenza Centre Russian Federation	GISAID
EPI1747293	h3n2	A/StPetersburg/RII-4264S/2020	pb1	Research Institute Of Influenza, Ministry Of Healthcare Of The Russian Federation	Who National Influenza Centre Russian Federation	GISAID
EPI1649580	h3n2	A/Bangladesh/18-1012/2019	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1652027	h3n2	A/Pennsylvania/1026/2019	pb1	Pennsylvania Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1548362	h3n2	A/Bangladesh/3055/2019	pb1	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention	GISAID
EPI1609565	h3n2	A/California/176/2019	pb1	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1487238	h3n2	A/Delaware/39/2019	pb1	Delaware Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1372482	h3n2	A/Niger/6159/2018	pb1	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI1348663	h3n2	A/Maine/46/2018	pb1	Maine Health And Environmental Testing Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1256412	h3n2	A/Santiago/38093/2018	pb1	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI1407452	h3n2	A/Nonthaburi/329/2018	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1245536	h3n2	A/AbuDhabi/240/2018	pb1	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1591532	h3n2	A/India/534/2019	pb1	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1334321	h3n2	A/Minnesota/58/2018	pb1	Minnesota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1495948	h3n2	A/Kyiv/219/2019	pb1	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1362451	h3n2	A/Kyiv/531/2018	pb1	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1318176	h3n2	A/SouthDakota/44/2018	pb1	South Dakota Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1323293	h3n2	A/Bhutan/742/2018	pb1	Royal Centre For Disease Control	Centers For Disease Control And Prevention	GISAID
EPI1367942	h3n2	A/Afghanistan/7564/2018	pb1	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1314438	h3n2	A/Bangladesh/155/2018	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1439564	h3n2	A/Ecuador/2071/2019	pb1	Inspi	Centers For Disease Control And Prevention	GISAID
EPI1439596	h3n2	A/Ecuador/1246/2018	pb1	Inspi	Centers For Disease Control And Prevention	GISAID
EPI1505410	h3n2	A/Iquique/30817/2019	pb1	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile	GISAID
EPI1385994	h3n2	A/Concepcion/106858/2018	pb1	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1486139	h3n2	A/Colombia/4140/2019	pb1	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1479642	h3n2	A/Bolivia/237/2019	pb1	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1597162	h3n2	A/SaoPaulo/1265906-IAL/2019	pb1	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI1643123	h3n2	A/Peru/6619/2019	pb1	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention	GISAID
EPI1685718	h3n2	A/Bulgaria/64/2020	pb1	National Influenza Laboratory, Natl. Center Of Inf. & Parasitic Dis	Centers For Disease Control And Prevention	GISAID
EPI1635659	h3n2	A/England/330/2019	pb1	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
